Material Type,Material Hardness Number,Desity,Poissons Ratio,Length,Diameter,Tolerance,Surface finish,End Milling-Rough operation,End Milling-Semi finish operation,End Milling-Finish operation
Aluminum Alloy,35.45,2870,0.26,15.3,17,0.201,0.0098,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.7,16,0.137,0.0176,1,0,0
Aluminum Alloy,35.45,2870,0.26,20.5,4,0.108,0.0086,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.9,0,0.041,0.0072,1,1,0
Aluminum Alloy,35.45,2870,0.26,14.6,5,0.263,0.0194,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.0,14,0.177,0.0085,0,0,0
Aluminum Alloy,35.45,2870,0.26,25.2,16,0.334,0.0171,0,0,0
Aluminum Alloy,35.45,2870,0.26,24.1,7,0.021,0.0186,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.7,18,0.283,0.015,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.7,9,0.092,0.0163,1,0,0
Aluminum Alloy,35.45,2870,0.26,12.2,13,0.235,0.0039,0,0,0
Aluminum Alloy,35.45,2870,0.26,22.8,15,0.262,0.0176,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.7,18,0.07,0.015,1,0,0
Aluminum Alloy,35.45,2870,0.26,19.3,2,0.334,0.0063,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.4,15,0.102,0.0086,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.2,15,0.142,0.0084,0,0,0
Aluminum Alloy,35.45,2870,0.26,26.9,15,0.006,0.0057,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.8,16,0.084,0.0155,1,0,0
Aluminum Alloy,35.45,2870,0.26,4.2,10,0.126,0.0084,0,0,0
Aluminum Alloy,35.45,2870,0.26,29.8,15,0.079,0.0088,0,0,0
Aluminum Alloy,35.45,2870,0.26,24.6,4,0.08,0.0197,1,0,0
Aluminum Alloy,35.45,2870,0.26,19.5,15,0.084,0.0116,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.7,7,0.263,0.0076,0,0,0
Aluminum Alloy,35.45,2870,0.26,18.9,12,0.241,0.0078,0,0,0
Aluminum Alloy,35.45,2870,0.26,27.7,4,0.042,0.0065,1,1,0
Aluminum Alloy,35.45,2870,0.26,24.8,1,0.235,0.0171,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.6,8,0.186,0.0131,1,0,0
Aluminum Alloy,35.45,2870,0.26,14.1,15,0.082,0.0046,0,0,0
Aluminum Alloy,35.45,2870,0.26,17.0,16,0.133,0.001,0,0,0
Aluminum Alloy,35.45,2870,0.26,15.9,17,0.092,0.003,0,0,0
Aluminum Alloy,35.45,2870,0.26,20.5,13,0.292,0.0192,1,0,0
Aluminum Alloy,35.45,2870,0.26,24.5,0,0.296,0.0207,0,0,0
Aluminum Alloy,35.45,2870,0.26,19.1,4,0.136,0.0082,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.9,3,0.202,0.0029,0,0,0
Aluminum Alloy,35.45,2870,0.26,14.0,3,0.322,0.0179,1,0,0
Aluminum Alloy,35.45,2870,0.26,29.8,4,0.212,0.0191,1,0,0
Aluminum Alloy,35.45,2870,0.26,28.1,8,0.131,0.0084,0,0,0
Aluminum Alloy,35.45,2870,0.26,25.5,14,0.283,0.0031,0,0,0
Aluminum Alloy,35.45,2870,0.26,12.7,13,0.19,0.0149,1,0,0
Aluminum Alloy,35.45,2870,0.26,21.1,7,0.265,0.0075,0,0,0
Aluminum Alloy,35.45,2870,0.26,16.7,15,0.247,0.0161,1,0,0
Aluminum Alloy,35.45,2870,0.26,16.3,8,0.039,0.0028,1,1,0
Aluminum Alloy,35.45,2870,0.26,16.6,9,0.21,0.0208,0,0,0
Aluminum Alloy,35.45,2870,0.26,13.6,0,0.245,0.0024,0,0,0
Aluminum Alloy,35.45,2870,0.26,22.8,10,0.289,0.0176,1,0,0
Aluminum Alloy,35.45,2870,0.26,20.9,13,0.113,0.0174,1,0,0
Aluminum Alloy,35.45,2870,0.26,18.5,10,0.287,0.0091,0,0,0
Aluminum Alloy,35.45,2870,0.26,16.6,0,0.268,0.0065,0,0,0
Aluminum Alloy,35.45,2870,0.26,25.9,4,0.321,0.0111,1,0,0
Aluminum Alloy,35.45,2870,0.26,16.3,8,0.246,0.0111,1,0,0
Aluminum Alloy,35.45,2870,0.26,3.1,4,0.07,0.0152,1,0,0
Aluminum Alloy,35.45,2870,0.26,11.2,8,0.044,0.0101,0,0,0
Aluminum Alloy,35.45,2870,0.26,25.8,2,0.262,0.0049,0,0,0
Aluminum Alloy,35.45,2870,0.26,16.8,1,0.186,0.0191,1,0,0
Aluminum Alloy,35.45,2870,0.26,19.8,5,0.166,0.0083,0,0,0
Aluminum Alloy,35.45,2870,0.26,27.3,18,0.321,0.0194,1,0,0
Aluminum Alloy,35.45,2870,0.26,27.3,3,0.05,0.0027,1,1,0
Aluminum Alloy,35.45,2870,0.26,9.4,14,0.296,0.0196,1,0,0
Aluminum Alloy,35.45,2870,0.26,18.3,17,0.038,0.0119,0,0,0
Aluminum Alloy,35.45,2870,0.26,17.6,6,0.037,0.0117,0,0,0
Aluminum Alloy,35.45,2870,0.26,18.4,8,0.023,0.0124,0,0,0
Aluminum Alloy,35.45,2870,0.26,28.2,5,0.009,0.0063,0,0,0
Aluminum Alloy,35.45,2870,0.26,25.8,1,0.078,0.0077,0,0,0
Aluminum Alloy,35.45,2870,0.26,15.9,7,0.307,0.0186,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.9,1,0.272,0.015,1,0,0
Aluminum Alloy,35.45,2870,0.26,26.0,18,0.133,0.0191,1,0,0
Aluminum Alloy,35.45,2870,0.26,22.7,13,0.159,0.0137,1,0,0
Aluminum Alloy,35.45,2870,0.26,23.2,1,0.25,0.0071,0,0,0
Aluminum Alloy,35.45,2870,0.26,23.6,14,0.336,0.0188,0,0,0
Aluminum Alloy,35.45,2870,0.26,11.5,9,0.301,0.0151,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.0,6,0.123,0.0141,1,0,0
Aluminum Alloy,35.45,2870,0.26,4.6,16,0.122,0.0043,0,0,0
Aluminum Alloy,35.45,2870,0.26,14.5,12,0.048,0.0057,1,1,0
Aluminum Alloy,35.45,2870,0.26,28.9,3,0.106,0.0108,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.4,2,0.206,0.0154,1,0,0
Aluminum Alloy,35.45,2870,0.26,5.9,10,0.117,0.0028,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.6,4,0.04,0.0013,1,1,0
Aluminum Alloy,35.45,2870,0.26,25.5,14,0.108,0.0195,1,0,0
Aluminum Alloy,35.45,2870,0.26,3.6,18,0.113,0.0011,0,0,0
Aluminum Alloy,35.45,2870,0.26,14.6,14,0.036,0.0009,0,0,0
Aluminum Alloy,35.45,2870,0.26,29.5,15,0.255,0.0064,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.6,5,0.091,0.0007,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.4,5,0.029,0.0027,1,1,0
Aluminum Alloy,35.45,2870,0.26,14.8,14,0.264,0.0048,0,0,0
Aluminum Alloy,35.45,2870,0.26,13.2,2,0.154,0.0072,0,0,0
Aluminum Alloy,35.45,2870,0.26,28.8,15,0.191,0.012,1,0,0
Aluminum Alloy,35.45,2870,0.26,13.0,13,0.066,0.0166,1,0,0
Aluminum Alloy,35.45,2870,0.26,5.0,2,0.12,0.0112,1,0,0
Aluminum Alloy,35.45,2870,0.26,23.5,3,0.209,0.0009,0,0,0
Aluminum Alloy,35.45,2870,0.26,15.9,5,0.113,0.0092,0,0,0
Aluminum Alloy,35.45,2870,0.26,21.8,4,0.323,0.0197,1,0,0
Aluminum Alloy,35.45,2870,0.26,27.7,17,0.217,0.0166,1,0,0
Aluminum Alloy,35.45,2870,0.26,23.0,13,0.326,0.0172,1,0,0
Aluminum Alloy,35.45,2870,0.26,27.3,10,0.079,0.0138,1,0,0
Aluminum Alloy,35.45,2870,0.26,11.4,5,0.115,0.0099,0,0,0
Aluminum Alloy,35.45,2870,0.26,14.3,1,0.324,0.0168,1,0,0
Aluminum Alloy,35.45,2870,0.26,29.9,14,0.015,0.0164,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.4,16,0.332,0.0043,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.7,1,0.274,0.0198,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.0,10,0.312,0.0092,0,0,0
Aluminum Alloy,35.45,2870,0.26,24.1,18,0.125,0.0154,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.7,10,0.009,0.005,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.5,0,0.108,0.0071,0,0,0
Aluminum Alloy,35.45,2870,0.26,27.4,6,0.144,0.0131,1,0,0
Aluminum Alloy,35.45,2870,0.26,21.1,11,0.147,0.0099,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.0,1,0.271,0.0129,1,0,0
Aluminum Alloy,35.45,2870,0.26,28.4,1,0.105,0.0186,1,0,0
Aluminum Alloy,35.45,2870,0.26,17.0,3,0.177,0.0053,0,0,0
Aluminum Alloy,35.45,2870,0.26,29.7,18,0.281,0.0078,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.7,3,0.105,0.0155,1,0,0
Aluminum Alloy,35.45,2870,0.26,13.9,17,0.336,0.0144,0,0,0
Aluminum Alloy,35.45,2870,0.26,12.2,12,0.043,0.0061,1,1,0
Aluminum Alloy,35.45,2870,0.26,14.1,8,0.04,0.0146,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.5,13,0.012,0.0166,0,0,0
Aluminum Alloy,35.45,2870,0.26,20.2,13,0.247,0.0169,1,0,0
Aluminum Alloy,35.45,2870,0.26,27.5,14,0.028,0.007,1,1,0
Aluminum Alloy,35.45,2870,0.26,28.6,12,0.131,0.0043,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.7,16,0.008,0.0177,0,0,0
Aluminum Alloy,35.45,2870,0.26,21.9,13,0.018,0.0204,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.0,14,0.274,0.0062,0,0,0
Aluminum Alloy,35.45,2870,0.26,20.7,18,0.219,0.018,1,0,0
Aluminum Alloy,35.45,2870,0.26,25.7,5,0.322,0.0125,1,0,0
Aluminum Alloy,35.45,2870,0.26,30.8,7,0.179,0.0102,1,0,0
Aluminum Alloy,35.45,2870,0.26,30.0,5,0.153,0.0032,0,0,0
Aluminum Alloy,35.45,2870,0.26,20.3,2,0.053,0.0142,0,0,0
Aluminum Alloy,35.45,2870,0.26,11.6,5,0.106,0.018,1,0,0
Aluminum Alloy,35.45,2870,0.26,4.9,8,0.018,0.0091,1,1,0
Aluminum Alloy,35.45,2870,0.26,23.4,12,0.256,0.0136,1,0,0
Aluminum Alloy,35.45,2870,0.26,11.2,18,0.14,0.0152,1,0,0
Aluminum Alloy,35.45,2870,0.26,15.7,10,0.3,0.0111,1,0,0
Aluminum Alloy,35.45,2870,0.26,20.7,0,0.018,0.0117,0,0,0
Aluminum Alloy,35.45,2870,0.26,14.2,16,0.146,0.0133,1,0,0
Aluminum Alloy,35.45,2870,0.26,5.1,18,0.202,0.0155,1,0,0
Aluminum Alloy,35.45,2870,0.26,30.1,16,0.283,0.0063,0,0,0
Aluminum Alloy,35.45,2870,0.26,19.4,8,0.232,0.0094,0,0,0
Aluminum Alloy,35.45,2870,0.26,23.7,9,0.158,0.0038,0,0,0
Aluminum Alloy,35.45,2870,0.26,25.3,1,0.151,0.0028,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.3,15,0.155,0.0192,1,0,0
Aluminum Alloy,35.45,2870,0.26,22.1,17,0.072,0.0021,0,0,0
Aluminum Alloy,35.45,2870,0.26,15.4,9,0.147,0.0121,1,0,0
Aluminum Alloy,35.45,2870,0.26,18.2,18,0.01,0.0114,0,0,0
Aluminum Alloy,35.45,2870,0.26,12.9,8,0.004,0.0203,0,0,0
Aluminum Alloy,35.45,2870,0.26,13.5,9,0.212,0.015,1,0,0
Aluminum Alloy,35.45,2870,0.26,25.1,10,0.056,0.0142,0,0,0
Aluminum Alloy,35.45,2870,0.26,16.1,14,0.128,0.0027,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.9,3,0.291,0.013,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.4,2,0.167,0.0168,1,0,0
Aluminum Alloy,35.45,2870,0.26,19.2,9,0.257,0.0124,1,0,0
Aluminum Alloy,35.45,2870,0.26,3.6,17,0.119,0.0036,0,0,0
Aluminum Alloy,35.45,2870,0.26,27.0,5,0.172,0.0075,0,0,0
Aluminum Alloy,35.45,2870,0.26,20.9,9,0.028,0.004,1,1,0
Aluminum Alloy,35.45,2870,0.26,16.3,7,0.08,0.0075,0,0,0
Aluminum Alloy,35.45,2870,0.26,27.0,15,0.015,0.0106,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.4,1,0.335,0.013,0,0,0
Aluminum Alloy,35.45,2870,0.26,21.9,7,0.109,0.0035,0,0,0
Aluminum Alloy,35.45,2870,0.26,14.3,5,0.291,0.0159,1,0,0
Aluminum Alloy,35.45,2870,0.26,4.7,10,0.322,0.0078,0,0,0
Aluminum Alloy,35.45,2870,0.26,11.1,9,0.153,0.0038,0,0,0
Aluminum Alloy,35.45,2870,0.26,26.5,17,0.193,0.0025,0,0,0
Aluminum Alloy,35.45,2870,0.26,28.4,9,0.256,0.0205,0,0,0
Aluminum Alloy,35.45,2870,0.26,13.9,8,0.09,0.0174,1,0,0
Aluminum Alloy,35.45,2870,0.26,15.3,18,0.149,0.0061,0,0,0
Aluminum Alloy,35.45,2870,0.26,12.8,8,0.23,0.0189,1,0,0
Aluminum Alloy,35.45,2870,0.26,28.7,11,0.154,0.0111,1,0,0
Aluminum Alloy,35.45,2870,0.26,28.5,8,0.185,0.0134,1,0,0
Aluminum Alloy,35.45,2870,0.26,12.8,15,0.303,0.0014,0,0,0
Aluminum Alloy,35.45,2870,0.26,19.6,4,0.196,0.0116,1,0,0
Aluminum Alloy,35.45,2870,0.26,15.0,17,0.309,0.0078,0,0,0
Aluminum Alloy,35.45,2870,0.26,11.8,9,0.337,0.0156,0,0,0
Aluminum Alloy,35.45,2870,0.26,13.2,9,0.333,0.0021,0,0,0
Aluminum Alloy,35.45,2870,0.26,29.2,13,0.029,0.0125,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.0,16,0.174,0.0205,0,0,0
Aluminum Alloy,35.45,2870,0.26,25.5,11,0.255,0.0059,0,0,0
Aluminum Alloy,35.45,2870,0.26,27.3,12,0.222,0.0208,0,0,0
Aluminum Alloy,35.45,2870,0.26,28.8,16,0.036,0.0194,0,0,0
Aluminum Alloy,35.45,2870,0.26,23.4,16,0.06,0.012,1,0,0
Aluminum Alloy,35.45,2870,0.26,27.0,9,0.242,0.0005,0,0,0
Aluminum Alloy,35.45,2870,0.26,22.9,16,0.099,0.0079,0,0,0
Aluminum Alloy,35.45,2870,0.26,22.0,12,0.308,0.0204,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.2,16,0.043,0.0138,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.8,1,0.023,0.0171,0,0,0
Aluminum Alloy,35.45,2870,0.26,13.4,7,0.217,0.0158,1,0,0
Aluminum Alloy,35.45,2870,0.26,24.3,15,0.24,0.005,0,0,0
Aluminum Alloy,35.45,2870,0.26,23.5,10,0.241,0.0025,0,0,0
Aluminum Alloy,35.45,2870,0.26,24.1,16,0.099,0.003,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.3,6,0.299,0.006,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.4,8,0.271,0.0117,1,0,0
Aluminum Alloy,35.45,2870,0.26,11.8,18,0.182,0.0003,0,0,0
Aluminum Alloy,35.45,2870,0.26,16.8,1,0.037,0.0005,0,0,0
Aluminum Alloy,35.45,2870,0.26,11.6,12,0.094,0.0023,0,0,0
Aluminum Alloy,35.45,2870,0.26,18.1,1,0.043,0.0137,0,0,0
Aluminum Alloy,35.45,2870,0.26,12.9,7,0.017,0.0103,0,0,0
Aluminum Alloy,35.45,2870,0.26,19.5,5,0.063,0.0192,1,0,0
Aluminum Alloy,35.45,2870,0.26,15.3,12,0.254,0.0139,1,0,0
Aluminum Alloy,35.45,2870,0.26,18.2,16,0.333,0.0103,0,0,0
Aluminum Alloy,35.45,2870,0.26,15.8,2,0.128,0.0086,0,0,0
Aluminum Alloy,35.45,2870,0.26,26.8,12,0.155,0.0104,1,0,0
Aluminum Alloy,35.45,2870,0.26,24.5,8,0.077,0.0093,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.1,11,0.275,0.0147,1,0,0
Aluminum Alloy,35.45,2870,0.26,26.1,5,0.087,0.0185,1,0,0
Aluminum Alloy,35.45,2870,0.26,23.4,13,0.139,0.011,1,0,0
Aluminum Alloy,35.45,2870,0.26,17.6,9,0.068,0.0044,0,0,0
Aluminum Alloy,35.45,2870,0.26,22.6,6,0.006,0.0012,1,1,1
Aluminum Alloy,35.45,2870,0.26,9.2,3,0.025,0.0071,1,1,0
Aluminum Alloy,35.45,2870,0.26,20.9,0,0.018,0.0126,0,0,0
Aluminum Alloy,35.45,2870,0.26,24.7,11,0.173,0.0034,0,0,0
Aluminum Alloy,35.45,2870,0.26,19.6,9,0.195,0.0031,0,0,0
Aluminum Alloy,35.45,2870,0.26,30.4,11,0.278,0.0013,0,0,0
Aluminum Alloy,35.45,2870,0.26,13.2,14,0.144,0.0138,1,0,0
Aluminum Alloy,35.45,2870,0.26,19.0,17,0.006,0.0201,0,0,0
Aluminum Alloy,35.45,2870,0.26,13.4,1,0.122,0.0082,0,0,0
Aluminum Alloy,35.45,2870,0.26,21.3,17,0.143,0.0089,0,0,0
Aluminum Alloy,35.45,2870,0.26,22.3,17,0.333,0.0189,0,0,0
Aluminum Alloy,35.45,2870,0.26,29.8,10,0.146,0.0182,1,0,0
Aluminum Alloy,35.45,2870,0.26,20.1,3,0.012,0.0201,0,0,0
Aluminum Alloy,35.45,2870,0.26,21.9,4,0.306,0.0167,1,0,0
Aluminum Alloy,35.45,2870,0.26,25.3,5,0.274,0.0074,0,0,0
Aluminum Alloy,35.45,2870,0.26,17.7,13,0.021,0.0094,1,1,0
Aluminum Alloy,35.45,2870,0.26,19.2,7,0.337,0.0006,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.6,7,0.333,0.0162,0,0,0
Aluminum Alloy,35.45,2870,0.26,30.3,10,0.148,0.0113,1,0,0
Aluminum Alloy,35.45,2870,0.26,29.0,12,0.305,0.0138,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.4,2,0.178,0.0063,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.7,4,0.078,0.0018,0,0,0
Aluminum Alloy,35.45,2870,0.26,23.7,1,0.326,0.0014,0,0,0
Aluminum Alloy,35.45,2870,0.26,11.6,3,0.243,0.013,1,0,0
Aluminum Alloy,35.45,2870,0.26,15.7,3,0.281,0.02,1,0,0
Aluminum Alloy,35.45,2870,0.26,21.7,13,0.243,0.0119,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.7,8,0.134,0.0145,1,0,0
Aluminum Alloy,35.45,2870,0.26,23.3,6,0.227,0.0201,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.8,6,0.159,0.004,0,0,0
Aluminum Alloy,35.45,2870,0.26,20.4,3,0.003,0.0132,0,0,0
Aluminum Alloy,35.45,2870,0.26,24.3,4,0.076,0.0134,1,0,0
Aluminum Alloy,35.45,2870,0.26,21.5,11,0.228,0.0015,0,0,0
Aluminum Alloy,35.45,2870,0.26,19.2,8,0.068,0.0026,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.3,5,0.168,0.0209,0,0,0
Aluminum Alloy,35.45,2870,0.26,26.5,9,0.161,0.0105,1,0,0
Aluminum Alloy,35.45,2870,0.26,5.5,13,0.183,0.0004,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.1,2,0.044,0.0066,1,1,0
Aluminum Alloy,35.45,2870,0.26,18.1,4,0.145,0.0133,1,0,0
Aluminum Alloy,35.45,2870,0.26,23.9,3,0.027,0.0143,0,0,0
Aluminum Alloy,35.45,2870,0.26,11.4,14,0.129,0.0208,0,0,0
Aluminum Alloy,35.45,2870,0.26,30.2,18,0.092,0.0141,1,0,0
Aluminum Alloy,35.45,2870,0.26,16.1,1,0.091,0.0183,1,0,0
Aluminum Alloy,35.45,2870,0.26,12.7,1,0.286,0.0208,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.5,7,0.186,0.0186,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.7,17,0.228,0.0064,0,0,0
Aluminum Alloy,35.45,2870,0.26,22.3,12,0.221,0.0144,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.2,6,0.087,0.0205,0,0,0
Aluminum Alloy,35.45,2870,0.26,20.6,4,0.06,0.0017,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.9,6,0.316,0.0196,1,0,0
Aluminum Alloy,35.45,2870,0.26,27.4,15,0.169,0.0066,0,0,0
Aluminum Alloy,35.45,2870,0.26,12.3,8,0.01,0.021,0,0,0
Aluminum Alloy,35.45,2870,0.26,18.5,4,0.234,0.007,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.3,12,0.099,0.0164,1,0,0
Aluminum Alloy,35.45,2870,0.26,18.2,13,0.223,0.0131,1,0,0
Aluminum Alloy,35.45,2870,0.26,11.5,1,0.323,0.0094,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.9,2,0.037,0.017,0,0,0
Aluminum Alloy,35.45,2870,0.26,17.7,18,0.011,0.0202,0,0,0
Aluminum Alloy,35.45,2870,0.26,28.4,11,0.237,0.0154,1,0,0
Aluminum Alloy,35.45,2870,0.26,28.5,17,0.262,0.0092,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.8,13,0.01,0.0155,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.9,18,0.115,0.0201,0,0,0
Aluminum Alloy,35.45,2870,0.26,21.1,11,0.238,0.0117,1,0,0
Aluminum Alloy,35.45,2870,0.26,20.2,12,0.252,0.0104,1,0,0
Aluminum Alloy,35.45,2870,0.26,14.6,18,0.257,0.0165,1,0,0
Aluminum Alloy,35.45,2870,0.26,16.4,6,0.203,0.0053,0,0,0
Aluminum Alloy,35.45,2870,0.26,19.8,14,0.153,0.0183,1,0,0
Aluminum Alloy,35.45,2870,0.26,25.6,15,0.05,0.0043,1,1,0
Aluminum Alloy,35.45,2870,0.26,9.7,2,0.32,0.0168,1,0,0
Aluminum Alloy,35.45,2870,0.26,14.6,12,0.139,0.011,1,0,0
Aluminum Alloy,35.45,2870,0.26,4.8,16,0.102,0.0004,0,0,0
Aluminum Alloy,35.45,2870,0.26,23.0,15,0.266,0.0099,0,0,0
Aluminum Alloy,35.45,2870,0.26,27.9,9,0.064,0.008,0,0,0
Aluminum Alloy,35.45,2870,0.26,23.1,4,0.032,0.0089,1,1,0
Aluminum Alloy,35.45,2870,0.26,17.8,15,0.078,0.0167,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.4,2,0.239,0.0068,0,0,0
Aluminum Alloy,35.45,2870,0.26,25.2,16,0.282,0.0144,1,0,0
Aluminum Alloy,35.45,2870,0.26,28.3,0,0.056,0.0158,0,0,0
Aluminum Alloy,35.45,2870,0.26,16.6,14,0.191,0.0168,1,0,0
Aluminum Alloy,35.45,2870,0.26,20.8,9,0.117,0.0133,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.0,17,0.006,0.005,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.0,11,0.178,0.0116,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.5,1,0.027,0.0171,0,0,0
Aluminum Alloy,35.45,2870,0.26,21.1,6,0.26,0.0006,0,0,0
Aluminum Alloy,35.45,2870,0.26,30.6,10,0.153,0.0048,0,0,0
Aluminum Alloy,35.45,2870,0.26,23.4,2,0.129,0.0025,0,0,0
Aluminum Alloy,35.45,2870,0.26,14.8,17,0.019,0.0051,1,1,0
Aluminum Alloy,35.45,2870,0.26,4.9,18,0.093,0.0102,1,0,0
Aluminum Alloy,35.45,2870,0.26,23.8,5,0.082,0.0102,1,0,0
Aluminum Alloy,35.45,2870,0.26,5.0,17,0.078,0.0028,0,0,0
Aluminum Alloy,35.45,2870,0.26,22.1,17,0.032,0.0112,0,0,0
Aluminum Alloy,35.45,2870,0.26,30.5,17,0.23,0.0103,1,0,0
Aluminum Alloy,35.45,2870,0.26,11.1,8,0.085,0.0201,0,0,0
Aluminum Alloy,35.45,2870,0.26,14.8,14,0.158,0.0138,1,0,0
Aluminum Alloy,35.45,2870,0.26,30.4,7,0.129,0.0018,0,0,0
Aluminum Alloy,35.45,2870,0.26,18.9,14,0.019,0.0197,0,0,0
Aluminum Alloy,35.45,2870,0.26,28.6,17,0.334,0.008,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.6,9,0.084,0.0104,1,0,0
Aluminum Alloy,35.45,2870,0.26,15.7,15,0.202,0.0159,1,0,0
Aluminum Alloy,35.45,2870,0.26,13.1,12,0.228,0.0126,1,0,0
Aluminum Alloy,35.45,2870,0.26,17.5,13,0.097,0.0142,1,0,0
Aluminum Alloy,35.45,2870,0.26,5.0,2,0.127,0.0087,0,0,0
Aluminum Alloy,35.45,2870,0.26,22.6,17,0.032,0.01,1,1,0
Aluminum Alloy,35.45,2870,0.26,22.5,15,0.218,0.0019,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.7,18,0.239,0.005,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.1,13,0.021,0.013,0,0,0
Aluminum Alloy,35.45,2870,0.26,18.1,3,0.024,0.0147,0,0,0
Aluminum Alloy,35.45,2870,0.26,21.0,17,0.086,0.0039,0,0,0
Aluminum Alloy,35.45,2870,0.26,16.6,0,0.227,0.0046,0,0,0
Aluminum Alloy,35.45,2870,0.26,22.1,18,0.131,0.0178,1,0,0
Aluminum Alloy,35.45,2870,0.26,14.4,7,0.263,0.0112,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.5,7,0.075,0.0154,1,0,0
Aluminum Alloy,35.45,2870,0.26,3.3,18,0.26,0.0102,1,0,0
Aluminum Alloy,35.45,2870,0.26,29.5,13,0.087,0.0204,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.5,13,0.329,0.0108,1,0,0
Aluminum Alloy,35.45,2870,0.26,26.9,14,0.025,0.0019,1,1,0
Aluminum Alloy,35.45,2870,0.26,3.5,18,0.215,0.0196,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.6,14,0.175,0.013,1,0,0
Aluminum Alloy,35.45,2870,0.26,14.8,2,0.028,0.004,1,1,0
Aluminum Alloy,35.45,2870,0.26,29.3,11,0.21,0.0136,1,0,0
Aluminum Alloy,35.45,2870,0.26,28.7,13,0.274,0.0128,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.5,17,0.173,0.0176,1,0,0
Aluminum Alloy,35.45,2870,0.26,30.4,4,0.06,0.0023,0,0,0
Aluminum Alloy,35.45,2870,0.26,20.7,7,0.063,0.0198,1,0,0
Aluminum Alloy,35.45,2870,0.26,18.4,0,0.027,0.0144,0,0,0
Aluminum Alloy,35.45,2870,0.26,14.1,6,0.11,0.0142,1,0,0
Aluminum Alloy,35.45,2870,0.26,13.4,16,0.049,0.0081,1,1,0
Aluminum Alloy,35.45,2870,0.26,23.2,16,0.128,0.003,0,0,0
Aluminum Alloy,35.45,2870,0.26,23.6,0,0.235,0.0134,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.9,5,0.323,0.0073,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.1,16,0.149,0.019,1,0,0
