Material Type,Material Hardness Number,Desity,Poissons Ratio,Length,Depth,Width,Tolerance,Surface finish,End Milling-Rough operation,End Milling-Semi finish operation,End Milling-Finish operation
Aluminum Alloy,35.45,2870,0.26,31.8,8.4,58.5,0.434,0.0014,0,0,0
Aluminum Alloy,35.45,2870,0.26,76.2,6.2,38.9,0.079,0.0034,1,1,0
Aluminum Alloy,35.45,2870,0.26,12.8,7.7,96.3,0.381,0.0104,1,0,0
Aluminum Alloy,35.45,2870,0.26,44.4,6.0,45.9,0.139,0.0114,1,0,0
Aluminum Alloy,35.45,2870,0.26,88.7,6.8,18.6,0.113,0.0201,0,0,0
Aluminum Alloy,35.45,2870,0.26,50.6,8.2,78.2,0.079,0.0112,0,0,0
Aluminum Alloy,35.45,2870,0.26,65.1,9.3,48.6,0.165,0.0098,0,0,0
Aluminum Alloy,35.45,2870,0.26,96.8,6.3,70.2,0.024,0.0176,0,0,0
Aluminum Alloy,35.45,2870,0.26,47.1,6.7,10.2,0.184,0.0031,0,0,0
Aluminum Alloy,35.45,2870,0.26,67.1,6.7,57.2,0.183,0.0193,1,0,0
Aluminum Alloy,35.45,2870,0.26,84.4,9.7,93.6,0.317,0.0117,1,0,0
Aluminum Alloy,35.45,2870,0.26,60.9,9.1,22.5,0.052,0.0076,1,1,0
Aluminum Alloy,35.45,2870,0.26,76.7,10.7,10.2,0.355,0.0178,1,0,0
Aluminum Alloy,35.45,2870,0.26,95.7,10.0,86.7,0.076,0.0171,0,0,0
Aluminum Alloy,35.45,2870,0.26,53.1,9.6,25.4,0.281,0.004,0,0,0
Aluminum Alloy,35.45,2870,0.26,20.3,6.3,72.0,0.266,0.0054,0,0,0
Aluminum Alloy,35.45,2870,0.26,63.7,7.2,52.9,0.055,0.0131,0,0,0
Aluminum Alloy,35.45,2870,0.26,66.9,6.8,28.7,0.523,0.0153,1,0,0
Aluminum Alloy,35.45,2870,0.26,91.2,8.1,40.1,0.202,0.0166,1,0,0
Aluminum Alloy,35.45,2870,0.26,46.8,7.9,10.5,0.283,0.0128,1,0,0
Aluminum Alloy,35.45,2870,0.26,39.4,7.1,88.8,0.231,0.0086,0,0,0
Aluminum Alloy,35.45,2870,0.26,90.3,9.5,40.1,0.187,0.0056,0,0,0
Aluminum Alloy,35.45,2870,0.26,77.8,10.2,53.9,0.203,0.0037,0,0,0
Aluminum Alloy,35.45,2870,0.26,57.2,7.7,31.0,0.022,0.0021,1,1,0
Aluminum Alloy,35.45,2870,0.26,19.6,8.0,99.4,0.136,0.0064,0,0,0
Aluminum Alloy,35.45,2870,0.26,31.6,8.4,10.8,0.302,0.0056,0,0,0
Aluminum Alloy,35.45,2870,0.26,65.1,10.3,33.5,0.329,0.0014,0,0,0
Aluminum Alloy,35.45,2870,0.26,90.5,9.3,13.3,0.007,0.0181,0,0,0
Aluminum Alloy,35.45,2870,0.26,28.4,9.1,68.7,0.432,0.0171,1,0,0
Aluminum Alloy,35.45,2870,0.26,74.8,8.3,96.5,0.046,0.0125,0,0,0
Aluminum Alloy,35.45,2870,0.26,45.4,10.6,85.5,0.467,0.0204,0,0,0
Aluminum Alloy,35.45,2870,0.26,24.9,8.2,55.6,0.057,0.0127,0,0,0
Aluminum Alloy,35.45,2870,0.26,22.9,10.7,85.4,0.374,0.012,1,0,0
Aluminum Alloy,35.45,2870,0.26,34.5,9.1,62.5,0.221,0.0153,1,0,0
Aluminum Alloy,35.45,2870,0.26,60.4,10.5,51.5,0.374,0.0009,0,0,0
Aluminum Alloy,35.45,2870,0.26,97.1,6.5,69.1,0.432,0.0165,1,0,0
Aluminum Alloy,35.45,2870,0.26,82.6,7.9,10.8,0.338,0.0039,0,0,0
Aluminum Alloy,35.45,2870,0.26,23.9,8.1,14.6,0.325,0.0152,1,0,0
Aluminum Alloy,35.45,2870,0.26,57.1,6.1,97.1,0.326,0.0054,0,0,0
Aluminum Alloy,35.45,2870,0.26,61.1,10.6,74.6,0.475,0.0082,0,0,0
Aluminum Alloy,35.45,2870,0.26,65.1,8.3,79.6,0.084,0.0039,1,1,0
Aluminum Alloy,35.45,2870,0.26,46.9,8.7,68.9,0.466,0.0022,0,0,0
Aluminum Alloy,35.45,2870,0.26,92.8,7.6,94.7,0.11,0.0139,1,0,0
Aluminum Alloy,35.45,2870,0.26,34.1,10.9,61.5,0.404,0.0142,1,0,0
Aluminum Alloy,35.45,2870,0.26,20.8,10.8,74.4,0.201,0.0141,1,0,0
Aluminum Alloy,35.45,2870,0.26,67.8,6.1,91.4,0.102,0.0009,0,0,0
Aluminum Alloy,35.45,2870,0.26,83.8,10.6,12.3,0.273,0.0029,0,0,0
Aluminum Alloy,35.45,2870,0.26,18.9,6.4,70.7,0.469,0.0052,0,0,0
Aluminum Alloy,35.45,2870,0.26,46.4,6.0,53.4,0.407,0.0056,0,0,0
Aluminum Alloy,35.45,2870,0.26,20.3,10.5,56.9,0.308,0.003,0,0,0
Aluminum Alloy,35.45,2870,0.26,55.7,10.2,68.3,0.13,0.0027,0,0,0
Aluminum Alloy,35.45,2870,0.26,23.1,7.3,32.4,0.312,0.0142,1,0,0
Aluminum Alloy,35.45,2870,0.26,58.4,6.4,34.0,0.484,0.0124,1,0,0
Aluminum Alloy,35.45,2870,0.26,28.7,7.0,52.8,0.482,0.015,1,0,0
Aluminum Alloy,35.45,2870,0.26,48.6,8.0,18.4,0.107,0.0027,0,0,0
Aluminum Alloy,35.45,2870,0.26,25.2,9.2,92.5,0.354,0.0136,1,0,0
Aluminum Alloy,35.45,2870,0.26,51.7,8.2,83.9,0.393,0.0167,1,0,0
Aluminum Alloy,35.45,2870,0.26,36.0,10.7,37.8,0.316,0.0037,0,0,0
Aluminum Alloy,35.45,2870,0.26,18.6,7.8,59.3,0.142,0.0194,1,0,0
Aluminum Alloy,35.45,2870,0.26,70.9,7.2,28.4,0.253,0.0174,1,0,0
Aluminum Alloy,35.45,2870,0.26,24.3,8.7,99.4,0.435,0.0208,0,0,0
Aluminum Alloy,35.45,2870,0.26,76.7,7.6,20.6,0.359,0.0117,1,0,0
Aluminum Alloy,35.45,2870,0.26,91.4,6.7,42.8,0.051,0.0122,0,0,0
Aluminum Alloy,35.45,2870,0.26,42.3,10.0,47.6,0.438,0.0023,0,0,0
Aluminum Alloy,35.45,2870,0.26,25.2,9.8,15.2,0.043,0.0193,0,0,0
Aluminum Alloy,35.45,2870,0.26,97.0,6.2,22.4,0.058,0.007,1,1,0
Aluminum Alloy,35.45,2870,0.26,44.9,9.2,73.6,0.332,0.0101,1,0,0
Aluminum Alloy,35.45,2870,0.26,76.0,8.6,34.2,0.054,0.006,1,1,0
Aluminum Alloy,35.45,2870,0.26,61.1,6.5,49.6,0.203,0.0065,0,0,0
Aluminum Alloy,35.45,2870,0.26,57.7,10.3,41.9,0.02,0.0204,0,0,0
Aluminum Alloy,35.45,2870,0.26,69.4,7.2,40.2,0.479,0.0081,0,0,0
Aluminum Alloy,35.45,2870,0.26,76.5,10.5,96.7,0.446,0.0021,0,0,0
Aluminum Alloy,35.45,2870,0.26,72.6,7.1,68.6,0.475,0.0072,0,0,0
Aluminum Alloy,35.45,2870,0.26,79.8,8.8,48.8,0.475,0.0036,0,0,0
Aluminum Alloy,35.45,2870,0.26,41.6,9.2,72.3,0.159,0.0043,0,0,0
Aluminum Alloy,35.45,2870,0.26,19.6,10.7,30.8,0.474,0.0008,0,0,0
Aluminum Alloy,35.45,2870,0.26,34.8,9.2,48.4,0.019,0.0039,0,0,0
Aluminum Alloy,35.45,2870,0.26,62.4,8.1,51.8,0.297,0.0092,0,0,0
Aluminum Alloy,35.45,2870,0.26,36.1,9.4,41.5,0.097,0.0165,1,0,0
Aluminum Alloy,35.45,2870,0.26,37.8,9.1,84.0,0.26,0.0038,0,0,0
Aluminum Alloy,35.45,2870,0.26,16.6,7.0,80.4,0.542,0.0041,0,0,0
Aluminum Alloy,35.45,2870,0.26,79.9,10.9,71.1,0.523,0.0101,1,0,0
Aluminum Alloy,35.45,2870,0.26,90.7,8.8,74.3,0.064,0.0048,1,1,0
Aluminum Alloy,35.45,2870,0.26,14.6,7.5,40.8,0.478,0.0041,0,0,0
Aluminum Alloy,35.45,2870,0.26,59.6,10.1,58.3,0.481,0.0187,1,0,0
Aluminum Alloy,35.45,2870,0.26,86.7,9.2,65.6,0.004,0.0171,0,0,0
Aluminum Alloy,35.45,2870,0.26,84.1,7.2,12.1,0.373,0.0132,1,0,0
Aluminum Alloy,35.45,2870,0.26,13.5,6.6,59.5,0.395,0.019,1,0,0
Aluminum Alloy,35.45,2870,0.26,86.8,10.6,27.9,0.059,0.0168,0,0,0
Aluminum Alloy,35.45,2870,0.26,24.4,9.4,86.6,0.192,0.0006,0,0,0
Aluminum Alloy,35.45,2870,0.26,24.7,8.0,20.9,0.339,0.0205,0,0,0
Aluminum Alloy,35.45,2870,0.26,26.3,8.1,70.5,0.477,0.017,1,0,0
Aluminum Alloy,35.45,2870,0.26,13.8,9.8,45.0,0.312,0.0058,0,0,0
Aluminum Alloy,35.45,2870,0.26,92.7,7.0,90.0,0.1,0.0092,0,0,0
Aluminum Alloy,35.45,2870,0.26,94.3,6.5,90.9,0.37,0.0051,0,0,0
Aluminum Alloy,35.45,2870,0.26,81.5,7.2,58.4,0.509,0.0155,1,0,0
Aluminum Alloy,35.45,2870,0.26,67.1,8.3,51.2,0.217,0.0206,0,0,0
Aluminum Alloy,35.45,2870,0.26,35.2,10.1,23.5,0.061,0.0029,1,1,0
Aluminum Alloy,35.45,2870,0.26,38.4,6.0,98.6,0.398,0.0034,0,0,0
Aluminum Alloy,35.45,2870,0.26,84.5,10.3,68.7,0.049,0.0035,1,1,0
Aluminum Alloy,35.45,2870,0.26,58.0,7.1,88.4,0.375,0.0018,0,0,0
Aluminum Alloy,35.45,2870,0.26,69.4,9.8,79.2,0.269,0.0201,0,0,0
Aluminum Alloy,35.45,2870,0.26,40.5,7.9,71.6,0.412,0.0031,0,0,0
Aluminum Alloy,35.45,2870,0.26,23.9,8.6,69.4,0.245,0.0182,1,0,0
Aluminum Alloy,35.45,2870,0.26,53.4,7.6,62.2,0.178,0.0202,0,0,0
Aluminum Alloy,35.45,2870,0.26,17.5,6.1,66.7,0.318,0.0107,1,0,0
Aluminum Alloy,35.45,2870,0.26,82.9,9.1,29.3,0.104,0.0189,1,0,0
Aluminum Alloy,35.45,2870,0.26,42.0,9.4,42.3,0.292,0.0129,1,0,0
Aluminum Alloy,35.45,2870,0.26,45.3,9.9,74.1,0.032,0.0018,1,1,0
Aluminum Alloy,35.45,2870,0.26,71.4,8.9,36.4,0.074,0.0118,0,0,0
Aluminum Alloy,35.45,2870,0.26,49.7,6.8,86.6,0.125,0.0023,0,0,0
Aluminum Alloy,35.45,2870,0.26,58.5,7.6,63.8,0.172,0.0198,1,0,0
Aluminum Alloy,35.45,2870,0.26,41.0,9.4,18.2,0.47,0.0188,1,0,0
Aluminum Alloy,35.45,2870,0.26,91.3,7.8,34.1,0.249,0.0183,1,0,0
Aluminum Alloy,35.45,2870,0.26,73.1,6.8,55.0,0.359,0.0187,1,0,0
Aluminum Alloy,35.45,2870,0.26,48.6,8.5,72.2,0.406,0.0201,0,0,0
Aluminum Alloy,35.45,2870,0.26,20.0,10.5,34.9,0.424,0.0112,1,0,0
Aluminum Alloy,35.45,2870,0.26,60.6,9.6,75.5,0.315,0.01,1,0,0
Aluminum Alloy,35.45,2870,0.26,34.7,6.5,12.9,0.234,0.0149,1,0,0
Aluminum Alloy,35.45,2870,0.26,26.2,9.9,95.3,0.463,0.0201,0,0,0
Aluminum Alloy,35.45,2870,0.26,68.4,8.9,33.4,0.047,0.0011,0,0,0
Aluminum Alloy,35.45,2870,0.26,63.8,8.0,25.1,0.143,0.0119,1,0,0
Aluminum Alloy,35.45,2870,0.26,42.9,9.2,45.4,0.331,0.0033,0,0,0
Aluminum Alloy,35.45,2870,0.26,90.5,6.5,21.3,0.236,0.0153,1,0,0
Aluminum Alloy,35.45,2870,0.26,96.9,6.7,93.9,0.216,0.0105,1,0,0
Aluminum Alloy,35.45,2870,0.26,29.9,10.2,39.5,0.344,0.0081,0,0,0
Aluminum Alloy,35.45,2870,0.26,52.3,7.7,56.6,0.547,0.0079,0,0,0
Aluminum Alloy,35.45,2870,0.26,11.6,6.8,25.2,0.126,0.0059,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.3,10.4,88.6,0.437,0.0141,1,0,0
Aluminum Alloy,35.45,2870,0.26,22.0,7.5,87.6,0.241,0.0079,0,0,0
Aluminum Alloy,35.45,2870,0.26,77.8,7.3,37.2,0.115,0.013,1,0,0
Aluminum Alloy,35.45,2870,0.26,87.3,8.8,55.0,0.287,0.0137,1,0,0
Aluminum Alloy,35.45,2870,0.26,50.3,9.6,59.9,0.108,0.009,0,0,0
Aluminum Alloy,35.45,2870,0.26,65.9,8.6,53.4,0.358,0.012,1,0,0
Aluminum Alloy,35.45,2870,0.26,72.8,8.6,93.9,0.425,0.0072,0,0,0
Aluminum Alloy,35.45,2870,0.26,96.8,9.4,92.8,0.073,0.0059,1,1,0
Aluminum Alloy,35.45,2870,0.26,77.7,7.5,52.5,0.263,0.0082,0,0,0
Aluminum Alloy,35.45,2870,0.26,30.7,10.9,98.7,0.136,0.0026,0,0,0
Aluminum Alloy,35.45,2870,0.26,44.2,7.3,11.8,0.081,0.0043,1,1,0
Aluminum Alloy,35.45,2870,0.26,78.3,7.9,62.4,0.284,0.008,0,0,0
Aluminum Alloy,35.45,2870,0.26,87.0,8.1,24.2,0.271,0.0141,1,0,0
Aluminum Alloy,35.45,2870,0.26,49.9,7.1,89.0,0.223,0.0111,1,0,0
Aluminum Alloy,35.45,2870,0.26,48.8,10.7,59.1,0.322,0.0008,0,0,0
Aluminum Alloy,35.45,2870,0.26,20.3,7.6,28.3,0.275,0.0036,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.4,7.6,71.9,0.154,0.0084,0,0,0
Aluminum Alloy,35.45,2870,0.26,64.4,7.5,21.3,0.182,0.0059,0,0,0
Aluminum Alloy,35.45,2870,0.26,17.3,8.1,87.9,0.116,0.0174,1,0,0
Aluminum Alloy,35.45,2870,0.26,30.0,10.3,85.0,0.204,0.0168,1,0,0
Aluminum Alloy,35.45,2870,0.26,24.5,9.8,39.7,0.527,0.0009,0,0,0
Aluminum Alloy,35.45,2870,0.26,93.8,7.5,93.7,0.094,0.0192,1,0,0
Aluminum Alloy,35.45,2870,0.26,13.1,6.5,80.0,0.539,0.0012,0,0,0
Aluminum Alloy,35.45,2870,0.26,30.1,7.7,80.2,0.135,0.0074,0,0,0
Aluminum Alloy,35.45,2870,0.26,21.4,7.3,96.6,0.146,0.0142,1,0,0
Aluminum Alloy,35.45,2870,0.26,92.1,6.7,46.3,0.359,0.0146,1,0,0
Aluminum Alloy,35.45,2870,0.26,49.1,8.8,90.8,0.378,0.0159,1,0,0
Aluminum Alloy,35.45,2870,0.26,94.6,10.0,57.9,0.161,0.0067,0,0,0
Aluminum Alloy,35.45,2870,0.26,16.3,9.9,72.1,0.498,0.0164,1,0,0
Aluminum Alloy,35.45,2870,0.26,29.6,8.5,54.6,0.472,0.0093,0,0,0
Aluminum Alloy,35.45,2870,0.26,23.3,7.7,40.9,0.22,0.0127,1,0,0
Aluminum Alloy,35.45,2870,0.26,84.7,6.4,91.7,0.404,0.0181,1,0,0
Aluminum Alloy,35.45,2870,0.26,78.3,9.2,57.5,0.367,0.014,1,0,0
Aluminum Alloy,35.45,2870,0.26,44.4,8.9,91.6,0.547,0.002,0,0,0
Aluminum Alloy,35.45,2870,0.26,33.7,6.6,87.9,0.39,0.0129,1,0,0
Aluminum Alloy,35.45,2870,0.26,66.1,6.1,20.4,0.015,0.0022,0,0,0
Aluminum Alloy,35.45,2870,0.26,65.5,6.2,77.2,0.115,0.008,0,0,0
Aluminum Alloy,35.45,2870,0.26,32.7,8.3,24.1,0.195,0.0025,0,0,0
Aluminum Alloy,35.45,2870,0.26,92.6,9.3,69.4,0.255,0.0136,1,0,0
Aluminum Alloy,35.45,2870,0.26,14.4,7.8,59.3,0.015,0.0063,0,0,0
Aluminum Alloy,35.45,2870,0.26,11.9,8.0,72.0,0.066,0.018,0,0,0
Aluminum Alloy,35.45,2870,0.26,32.3,9.9,77.7,0.063,0.0177,0,0,0
Aluminum Alloy,35.45,2870,0.26,51.1,10.8,12.6,0.478,0.0042,0,0,0
Aluminum Alloy,35.45,2870,0.26,79.1,7.9,22.5,0.166,0.0117,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.4,6.0,95.0,0.223,0.0144,1,0,0
Aluminum Alloy,35.45,2870,0.26,97.7,10.0,73.7,0.328,0.0016,0,0,0
Aluminum Alloy,35.45,2870,0.26,51.0,8.6,82.0,0.517,0.0108,1,0,0
Aluminum Alloy,35.45,2870,0.26,40.9,10.7,38.3,0.105,0.001,0,0,0
Aluminum Alloy,35.45,2870,0.26,23.0,6.6,11.6,0.365,0.0096,0,0,0
Aluminum Alloy,35.45,2870,0.26,20.7,9.3,96.1,0.183,0.0065,0,0,0
Aluminum Alloy,35.45,2870,0.26,30.9,7.4,58.5,0.436,0.0174,1,0,0
Aluminum Alloy,35.45,2870,0.26,18.4,9.3,34.9,0.349,0.002,0,0,0
Aluminum Alloy,35.45,2870,0.26,74.0,6.4,58.7,0.35,0.0008,0,0,0
Aluminum Alloy,35.45,2870,0.26,16.9,10.6,71.7,0.451,0.0045,0,0,0
Aluminum Alloy,35.45,2870,0.26,78.7,8.9,28.6,0.112,0.0157,1,0,0
Aluminum Alloy,35.45,2870,0.26,96.0,8.2,14.0,0.18,0.0041,0,0,0
Aluminum Alloy,35.45,2870,0.26,46.5,10.2,12.5,0.375,0.0066,0,0,0
Aluminum Alloy,35.45,2870,0.26,98.4,9.0,46.2,0.165,0.0037,0,0,0
Aluminum Alloy,35.45,2870,0.26,22.0,6.5,41.8,0.349,0.0107,1,0,0
Aluminum Alloy,35.45,2870,0.26,80.2,8.2,76.2,0.144,0.006,0,0,0
Aluminum Alloy,35.45,2870,0.26,40.1,8.4,57.7,0.027,0.021,0,0,0
Aluminum Alloy,35.45,2870,0.26,69.5,10.7,23.7,0.306,0.0055,0,0,0
Aluminum Alloy,35.45,2870,0.26,27.5,6.9,93.3,0.397,0.0146,1,0,0
Aluminum Alloy,35.45,2870,0.26,95.2,10.4,24.7,0.139,0.0022,0,0,0
Aluminum Alloy,35.45,2870,0.26,49.5,8.9,35.4,0.107,0.0048,0,0,0
Aluminum Alloy,35.45,2870,0.26,71.0,6.2,22.5,0.186,0.0062,0,0,0
Aluminum Alloy,35.45,2870,0.26,40.3,7.5,87.8,0.502,0.0068,0,0,0
Aluminum Alloy,35.45,2870,0.26,23.0,6.0,95.4,0.219,0.0199,1,0,0
Aluminum Alloy,35.45,2870,0.26,84.2,9.6,15.9,0.403,0.0184,1,0,0
Aluminum Alloy,35.45,2870,0.26,28.6,6.0,90.9,0.043,0.0111,0,0,0
Aluminum Alloy,35.45,2870,0.26,58.2,8.7,65.8,0.122,0.0198,1,0,0
Aluminum Alloy,35.45,2870,0.26,44.0,6.2,23.6,0.371,0.013,1,0,0
Aluminum Alloy,35.45,2870,0.26,25.3,8.1,99.6,0.013,0.0104,0,0,0
Aluminum Alloy,35.45,2870,0.26,84.0,8.6,78.9,0.417,0.0084,0,0,0
Aluminum Alloy,35.45,2870,0.26,78.6,10.2,16.3,0.154,0.0034,0,0,0
Aluminum Alloy,35.45,2870,0.26,15.7,7.1,86.3,0.379,0.0018,0,0,0
Aluminum Alloy,35.45,2870,0.26,49.0,6.9,48.8,0.16,0.0059,0,0,0
Aluminum Alloy,35.45,2870,0.26,67.1,7.4,68.4,0.423,0.0078,0,0,0
Aluminum Alloy,35.45,2870,0.26,55.6,7.8,68.4,0.2,0.0068,0,0,0
Aluminum Alloy,35.45,2870,0.26,100.7,6.9,24.5,0.51,0.0102,1,0,0
Aluminum Alloy,35.45,2870,0.26,23.5,6.6,77.0,0.419,0.0153,1,0,0
Aluminum Alloy,35.45,2870,0.26,27.0,7.0,28.9,0.535,0.0045,0,0,0
Aluminum Alloy,35.45,2870,0.26,84.6,11.0,80.3,0.335,0.0026,0,0,0
Aluminum Alloy,35.45,2870,0.26,45.8,6.4,76.1,0.015,0.0007,1,1,1
Aluminum Alloy,35.45,2870,0.26,88.6,9.2,17.4,0.25,0.0187,1,0,0
Aluminum Alloy,35.45,2870,0.26,64.1,6.3,53.5,0.394,0.0205,0,0,0
Aluminum Alloy,35.45,2870,0.26,12.1,8.8,91.3,0.518,0.0141,1,0,0
Aluminum Alloy,35.45,2870,0.26,66.7,6.1,85.7,0.023,0.0102,0,0,0
Aluminum Alloy,35.45,2870,0.26,11.2,7.9,47.0,0.056,0.0035,1,1,0
Aluminum Alloy,35.45,2870,0.26,76.3,7.7,62.0,0.503,0.0185,1,0,0
Aluminum Alloy,35.45,2870,0.26,93.8,7.1,19.2,0.512,0.0071,0,0,0
Aluminum Alloy,35.45,2870,0.26,94.7,8.8,24.7,0.275,0.0209,0,0,0
Aluminum Alloy,35.45,2870,0.26,84.4,10.0,76.4,0.153,0.0169,1,0,0
Aluminum Alloy,35.45,2870,0.26,65.8,7.4,97.8,0.01,0.0083,0,0,0
Aluminum Alloy,35.45,2870,0.26,67.8,8.7,77.2,0.117,0.0112,1,0,0
Aluminum Alloy,35.45,2870,0.26,85.1,7.4,78.4,0.443,0.0192,1,0,0
Aluminum Alloy,35.45,2870,0.26,48.0,11.0,36.5,0.269,0.005,0,0,0
Aluminum Alloy,35.45,2870,0.26,98.9,6.4,21.4,0.432,0.0144,1,0,0
Aluminum Alloy,35.45,2870,0.26,84.5,8.6,17.4,0.271,0.0054,0,0,0
Aluminum Alloy,35.45,2870,0.26,19.8,7.7,62.1,0.092,0.0017,0,0,0
Aluminum Alloy,35.45,2870,0.26,64.1,9.6,72.9,0.115,0.012,1,0,0
Aluminum Alloy,35.45,2870,0.26,49.0,6.1,19.0,0.259,0.0041,0,0,0
Aluminum Alloy,35.45,2870,0.26,91.6,7.7,53.8,0.328,0.0108,1,0,0
Aluminum Alloy,35.45,2870,0.26,81.9,6.3,49.4,0.319,0.0083,0,0,0
Aluminum Alloy,35.45,2870,0.26,16.8,6.2,42.2,0.098,0.0053,0,0,0
Aluminum Alloy,35.45,2870,0.26,81.3,7.3,32.3,0.291,0.0081,0,0,0
Aluminum Alloy,35.45,2870,0.26,30.0,9.6,31.4,0.297,0.0007,0,0,0
Aluminum Alloy,35.45,2870,0.26,34.8,6.6,15.6,0.354,0.0145,1,0,0
Aluminum Alloy,35.45,2870,0.26,64.9,6.6,58.1,0.333,0.0078,0,0,0
Aluminum Alloy,35.45,2870,0.26,46.9,6.5,58.6,0.372,0.01,1,0,0
Aluminum Alloy,35.45,2870,0.26,23.7,7.6,68.3,0.139,0.0136,1,0,0
Aluminum Alloy,35.45,2870,0.26,52.6,9.3,86.7,0.483,0.0073,0,0,0
Aluminum Alloy,35.45,2870,0.26,49.2,9.6,33.2,0.198,0.0008,0,0,0
Aluminum Alloy,35.45,2870,0.26,64.9,10.8,53.3,0.309,0.0019,0,0,0
Aluminum Alloy,35.45,2870,0.26,39.2,6.8,73.9,0.537,0.0067,0,0,0
Aluminum Alloy,35.45,2870,0.26,53.4,8.8,86.5,0.399,0.0148,1,0,0
Aluminum Alloy,35.45,2870,0.26,87.6,7.7,31.5,0.07,0.0035,1,1,0
Aluminum Alloy,35.45,2870,0.26,81.7,10.7,11.1,0.252,0.0149,1,0,0
Aluminum Alloy,35.45,2870,0.26,86.6,9.2,76.6,0.277,0.0083,0,0,0
Aluminum Alloy,35.45,2870,0.26,47.4,9.3,40.1,0.373,0.0008,0,0,0
Aluminum Alloy,35.45,2870,0.26,89.8,9.1,99.1,0.273,0.0081,0,0,0
Aluminum Alloy,35.45,2870,0.26,14.7,7.0,40.8,0.015,0.0125,0,0,0
Aluminum Alloy,35.45,2870,0.26,47.5,6.5,54.0,0.318,0.0086,0,0,0
Aluminum Alloy,35.45,2870,0.26,50.1,6.2,70.5,0.042,0.0014,1,1,0
Aluminum Alloy,35.45,2870,0.26,31.6,7.6,85.5,0.211,0.0059,0,0,0
Aluminum Alloy,35.45,2870,0.26,72.2,6.9,22.8,0.134,0.0197,1,0,0
Aluminum Alloy,35.45,2870,0.26,14.2,6.1,24.7,0.244,0.0147,1,0,0
Aluminum Alloy,35.45,2870,0.26,83.8,6.6,76.6,0.458,0.0141,1,0,0
Aluminum Alloy,35.45,2870,0.26,17.5,9.5,100.1,0.451,0.0125,1,0,0
Aluminum Alloy,35.45,2870,0.26,13.8,7.6,76.4,0.068,0.0051,1,1,0
Aluminum Alloy,35.45,2870,0.26,69.8,8.9,64.6,0.274,0.0197,1,0,0
Aluminum Alloy,35.45,2870,0.26,20.6,9.6,91.1,0.109,0.0103,1,0,0
Aluminum Alloy,35.45,2870,0.26,85.3,7.0,78.0,0.113,0.0156,1,0,0
Aluminum Alloy,35.45,2870,0.26,16.5,10.5,89.7,0.219,0.0099,0,0,0
Aluminum Alloy,35.45,2870,0.26,77.4,9.0,71.7,0.32,0.005,0,0,0
Aluminum Alloy,35.45,2870,0.26,14.0,6.9,63.1,0.318,0.0192,1,0,0
Aluminum Alloy,35.45,2870,0.26,20.5,7.6,87.8,0.428,0.0207,0,0,0
Aluminum Alloy,35.45,2870,0.26,38.7,8.0,73.1,0.365,0.0123,1,0,0
Aluminum Alloy,35.45,2870,0.26,63.6,7.4,10.8,0.326,0.0069,0,0,0
Aluminum Alloy,35.45,2870,0.26,58.3,8.3,25.3,0.2,0.0018,0,0,0
Aluminum Alloy,35.45,2870,0.26,65.2,6.7,17.3,0.44,0.0128,1,0,0
Aluminum Alloy,35.45,2870,0.26,87.8,6.6,69.0,0.182,0.0014,0,0,0
Aluminum Alloy,35.45,2870,0.26,40.2,9.7,18.2,0.286,0.0167,1,0,0
Aluminum Alloy,35.45,2870,0.26,58.7,6.1,57.4,0.069,0.0182,0,0,0
Aluminum Alloy,35.45,2870,0.26,57.7,7.2,81.8,0.469,0.0133,1,0,0
Aluminum Alloy,35.45,2870,0.26,92.0,8.0,29.4,0.359,0.0065,0,0,0
Aluminum Alloy,35.45,2870,0.26,44.6,8.4,49.2,0.142,0.0177,1,0,0
Aluminum Alloy,35.45,2870,0.26,82.3,7.4,11.2,0.343,0.0195,1,0,0
Aluminum Alloy,35.45,2870,0.26,72.2,10.3,91.7,0.183,0.0193,1,0,0
Aluminum Alloy,35.45,2870,0.26,92.6,10.3,37.4,0.305,0.0116,1,0,0
Aluminum Alloy,35.45,2870,0.26,44.1,8.9,100.2,0.268,0.0052,0,0,0
Aluminum Alloy,35.45,2870,0.26,65.2,9.9,63.4,0.483,0.0071,0,0,0
Aluminum Alloy,35.45,2870,0.26,91.6,9.9,39.9,0.481,0.0066,0,0,0
Aluminum Alloy,35.45,2870,0.26,61.7,6.2,47.1,0.462,0.0038,0,0,0
Aluminum Alloy,35.45,2870,0.26,94.4,8.8,62.7,0.015,0.0158,0,0,0
Aluminum Alloy,35.45,2870,0.26,52.9,9.7,87.3,0.404,0.0142,1,0,0
Aluminum Alloy,35.45,2870,0.26,48.4,9.8,62.6,0.485,0.0156,1,0,0
Aluminum Alloy,35.45,2870,0.26,14.5,6.6,32.1,0.145,0.0164,1,0,0
Aluminum Alloy,35.45,2870,0.26,51.4,8.6,53.0,0.515,0.0005,0,0,0
Aluminum Alloy,35.45,2870,0.26,44.6,7.8,76.1,0.244,0.0186,1,0,0
Aluminum Alloy,35.45,2870,0.26,11.7,10.0,16.1,0.085,0.0039,1,1,0
Aluminum Alloy,35.45,2870,0.26,101.0,7.7,13.5,0.24,0.0156,1,0,0
