Material Type,Material Hardness Number,Desity,Poissons Ratio,Length,Angle,Tolerance,Surface finish,End Milling-Rough operation,End Milling-Semi finish operation,End Milling-Finish operation
Aluminum Alloy,35.45,2870,0.26,6.7,39,0.195,0.0022,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.2,33,0.227,0.0152,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.0,39,0.201,0.0136,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.3,26,0.023,0.0049,1,1,0
Aluminum Alloy,35.45,2870,0.26,6.1,29,0.084,0.018,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.6,32,0.039,0.0184,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.5,29,0.121,0.0105,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.1,41,0.047,0.0034,1,1,0
Aluminum Alloy,35.45,2870,0.26,8.4,36,0.05,0.0094,1,1,0
Aluminum Alloy,35.45,2870,0.26,9.9,28,0.177,0.0166,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.4,42,0.109,0.0016,0,0,0
Aluminum Alloy,35.45,2870,0.26,11.0,37,0.168,0.0107,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.1,45,0.202,0.013,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.5,42,0.193,0.0123,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.5,27,0.04,0.0092,1,1,0
Aluminum Alloy,35.45,2870,0.26,7.4,38,0.209,0.0034,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.7,28,0.028,0.0171,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.4,42,0.226,0.0056,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.1,42,0.12,0.0132,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.8,34,0.145,0.0139,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.7,26,0.086,0.0074,1,1,0
Aluminum Alloy,35.45,2870,0.26,7.7,30,0.038,0.0107,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.3,34,0.185,0.0179,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.4,32,0.155,0.0109,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.7,37,0.19,0.0008,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.5,45,0.214,0.0012,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.7,44,0.117,0.011,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.8,33,0.166,0.0198,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.3,27,0.177,0.0158,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.3,27,0.198,0.0124,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.8,32,0.075,0.0198,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.0,35,0.208,0.0173,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.2,39,0.121,0.0104,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.3,28,0.104,0.0078,0,0,0
Aluminum Alloy,35.45,2870,0.26,11.0,41,0.096,0.0041,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.9,28,0.025,0.0008,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.2,35,0.148,0.005,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.1,28,0.116,0.0147,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.8,25,0.015,0.0073,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.1,37,0.161,0.0162,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.3,31,0.13,0.0138,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.3,41,0.137,0.0209,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.6,39,0.095,0.0058,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.6,32,0.099,0.0048,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.6,38,0.125,0.0068,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.8,27,0.051,0.0164,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.3,43,0.092,0.0162,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.7,27,0.025,0.0162,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.0,41,0.04,0.0076,1,1,0
Aluminum Alloy,35.45,2870,0.26,9.2,32,0.221,0.0123,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.2,41,0.051,0.0082,1,1,0
Aluminum Alloy,35.45,2870,0.26,8.3,37,0.116,0.005,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.9,33,0.225,0.0094,0,0,0
Aluminum Alloy,35.45,2870,0.26,11.0,31,0.153,0.0068,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.9,38,0.023,0.0039,1,1,0
Aluminum Alloy,35.45,2870,0.26,10.5,25,0.016,0.0025,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.6,42,0.085,0.0166,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.3,39,0.135,0.0015,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.2,45,0.072,0.0093,1,1,0
Aluminum Alloy,35.45,2870,0.26,9.0,40,0.179,0.0027,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.3,43,0.021,0.0077,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.7,34,0.116,0.0029,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.3,43,0.186,0.0066,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.2,31,0.173,0.0195,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.5,37,0.106,0.0065,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.3,37,0.031,0.0177,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.5,33,0.024,0.0082,1,1,0
Aluminum Alloy,35.45,2870,0.26,7.9,39,0.184,0.0058,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.7,25,0.092,0.0179,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.0,34,0.189,0.0097,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.6,28,0.074,0.0199,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.1,38,0.072,0.0161,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.8,27,0.134,0.0043,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.6,40,0.022,0.0026,1,1,0
Aluminum Alloy,35.45,2870,0.26,9.1,38,0.003,0.0111,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.5,30,0.163,0.0194,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.4,36,0.093,0.0206,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.2,45,0.127,0.0096,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.8,39,0.078,0.0176,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.8,41,0.185,0.0125,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.9,38,0.219,0.0101,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.4,36,0.03,0.0164,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.0,39,0.026,0.0155,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.5,36,0.098,0.002,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.6,44,0.031,0.01,1,1,0
Aluminum Alloy,35.45,2870,0.26,8.2,41,0.116,0.0052,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.7,33,0.156,0.0022,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.1,34,0.03,0.0133,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.9,39,0.213,0.0043,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.4,42,0.132,0.009,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.3,29,0.079,0.0068,1,1,0
Aluminum Alloy,35.45,2870,0.26,10.6,45,0.204,0.0166,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.1,37,0.138,0.0193,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.5,37,0.172,0.0174,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.5,34,0.166,0.0187,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.4,31,0.215,0.0066,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.4,44,0.034,0.0081,1,1,0
Aluminum Alloy,35.45,2870,0.26,7.9,35,0.14,0.0187,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.2,29,0.054,0.0157,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.2,30,0.102,0.0124,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.0,38,0.189,0.0152,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.3,25,0.181,0.0016,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.7,40,0.146,0.0167,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.5,33,0.068,0.0203,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.2,42,0.152,0.0049,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.8,36,0.014,0.0035,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.5,42,0.031,0.0119,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.7,34,0.014,0.0053,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.2,32,0.171,0.0059,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.2,45,0.195,0.012,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.9,28,0.196,0.0134,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.9,28,0.08,0.0102,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.2,39,0.163,0.0159,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.3,35,0.065,0.0182,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.4,38,0.087,0.0175,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.3,26,0.225,0.0086,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.2,30,0.16,0.0094,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.3,25,0.016,0.0087,0,0,0
Aluminum Alloy,35.45,2870,0.26,11.0,25,0.039,0.019,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.9,31,0.077,0.0066,1,1,0
Aluminum Alloy,35.45,2870,0.26,8.4,42,0.009,0.0053,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.7,31,0.207,0.0054,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.2,40,0.003,0.0164,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.5,35,0.009,0.0011,1,1,1
Aluminum Alloy,35.45,2870,0.26,7.0,39,0.216,0.0146,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.4,32,0.134,0.0148,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.4,29,0.113,0.011,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.4,28,0.02,0.013,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.6,43,0.029,0.021,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.0,39,0.02,0.0038,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.3,31,0.212,0.0154,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.0,36,0.092,0.0192,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.5,41,0.204,0.016,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.3,26,0.059,0.0014,1,1,0
Aluminum Alloy,35.45,2870,0.26,10.6,43,0.033,0.0207,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.3,30,0.119,0.0026,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.7,42,0.015,0.0044,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.1,43,0.118,0.0149,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.0,34,0.19,0.0191,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.3,30,0.175,0.0072,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.1,29,0.088,0.0027,1,1,0
Aluminum Alloy,35.45,2870,0.26,9.5,26,0.066,0.0121,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.4,37,0.121,0.0019,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.1,29,0.143,0.0206,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.2,35,0.169,0.016,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.4,34,0.149,0.0171,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.6,42,0.092,0.0035,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.2,36,0.222,0.019,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.4,30,0.187,0.0178,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.7,32,0.132,0.0099,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.7,25,0.186,0.0209,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.8,39,0.136,0.0125,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.0,44,0.224,0.0108,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.2,26,0.159,0.0121,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.7,41,0.042,0.0077,1,1,0
Aluminum Alloy,35.45,2870,0.26,8.9,39,0.169,0.0133,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.8,37,0.073,0.0107,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.9,35,0.086,0.0168,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.2,30,0.008,0.0068,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.4,45,0.052,0.0164,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.2,40,0.206,0.0097,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.2,37,0.201,0.0086,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.1,42,0.125,0.0116,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.7,27,0.177,0.0146,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.0,39,0.126,0.0082,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.2,44,0.057,0.01,1,1,0
Aluminum Alloy,35.45,2870,0.26,10.3,26,0.116,0.0131,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.5,42,0.163,0.0034,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.8,29,0.009,0.0006,1,1,1
Aluminum Alloy,35.45,2870,0.26,8.8,26,0.13,0.0175,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.8,43,0.123,0.0137,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.9,40,0.186,0.0004,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.7,28,0.171,0.0098,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.6,25,0.045,0.007,1,1,0
Aluminum Alloy,35.45,2870,0.26,9.5,39,0.17,0.0047,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.6,27,0.168,0.0197,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.7,42,0.192,0.0017,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.8,32,0.188,0.02,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.9,30,0.141,0.0118,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.0,25,0.098,0.0084,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.9,37,0.229,0.0053,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.1,35,0.149,0.0158,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.5,28,0.167,0.0091,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.4,35,0.017,0.0154,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.5,40,0.009,0.0167,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.0,26,0.091,0.0196,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.4,27,0.119,0.0127,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.2,33,0.033,0.0048,1,1,0
Aluminum Alloy,35.45,2870,0.26,7.7,43,0.172,0.0049,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.8,37,0.207,0.0137,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.0,44,0.206,0.0154,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.2,38,0.133,0.0028,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.9,41,0.097,0.0055,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.3,41,0.171,0.0081,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.3,36,0.201,0.0184,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.3,45,0.033,0.0122,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.8,25,0.111,0.014,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.0,45,0.156,0.014,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.1,28,0.174,0.0087,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.8,45,0.179,0.0169,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.6,37,0.121,0.0044,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.4,45,0.177,0.008,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.7,29,0.16,0.0088,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.4,39,0.225,0.014,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.0,31,0.039,0.0075,1,1,0
Aluminum Alloy,35.45,2870,0.26,7.5,45,0.119,0.0176,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.2,43,0.045,0.0085,1,1,0
Aluminum Alloy,35.45,2870,0.26,9.1,42,0.031,0.0122,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.1,37,0.025,0.0019,1,1,0
Aluminum Alloy,35.45,2870,0.26,9.9,45,0.119,0.018,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.9,34,0.13,0.0069,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.5,32,0.108,0.012,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.4,36,0.04,0.0049,1,1,0
Aluminum Alloy,35.45,2870,0.26,10.3,45,0.031,0.0021,1,1,0
Aluminum Alloy,35.45,2870,0.26,6.0,27,0.132,0.0067,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.7,35,0.147,0.0099,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.6,36,0.168,0.0094,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.4,42,0.071,0.0071,1,1,0
Aluminum Alloy,35.45,2870,0.26,8.3,36,0.041,0.0207,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.7,37,0.218,0.0186,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.7,29,0.062,0.0145,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.5,27,0.181,0.0167,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.5,25,0.146,0.0184,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.5,39,0.1,0.0158,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.8,45,0.22,0.0028,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.1,31,0.008,0.0009,1,1,1
Aluminum Alloy,35.45,2870,0.26,7.5,32,0.06,0.0157,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.0,31,0.187,0.0209,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.7,38,0.198,0.0083,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.9,28,0.064,0.0073,1,1,0
Aluminum Alloy,35.45,2870,0.26,6.9,45,0.182,0.0092,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.8,40,0.217,0.0102,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.5,34,0.158,0.0182,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.2,29,0.057,0.0135,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.0,31,0.131,0.0006,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.7,29,0.044,0.0149,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.1,26,0.104,0.0156,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.5,36,0.057,0.0195,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.1,27,0.01,0.0114,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.5,34,0.122,0.0048,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.4,29,0.148,0.0133,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.9,43,0.176,0.0188,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.3,34,0.083,0.0072,1,1,0
Aluminum Alloy,35.45,2870,0.26,7.9,41,0.066,0.0084,1,1,0
Aluminum Alloy,35.45,2870,0.26,9.6,38,0.157,0.0019,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.1,42,0.181,0.0101,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.6,26,0.13,0.014,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.5,41,0.191,0.0046,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.8,42,0.042,0.0039,1,1,0
Aluminum Alloy,35.45,2870,0.26,9.6,45,0.157,0.0167,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.1,34,0.079,0.0078,1,1,0
Aluminum Alloy,35.45,2870,0.26,8.1,37,0.013,0.0132,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.1,26,0.229,0.0013,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.5,35,0.105,0.0181,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.7,41,0.007,0.0109,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.4,43,0.152,0.0046,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.9,30,0.028,0.0061,1,1,0
Aluminum Alloy,35.45,2870,0.26,9.6,37,0.181,0.0142,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.1,44,0.198,0.0041,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.9,34,0.081,0.0185,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.4,29,0.132,0.0146,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.1,29,0.039,0.0085,1,1,0
Aluminum Alloy,35.45,2870,0.26,7.2,39,0.045,0.0013,1,1,0
Aluminum Alloy,35.45,2870,0.26,6.3,27,0.152,0.0209,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.2,36,0.184,0.0057,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.3,25,0.032,0.0186,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.5,31,0.125,0.0118,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.1,33,0.075,0.011,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.8,25,0.148,0.0112,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.1,43,0.062,0.021,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.7,26,0.053,0.0172,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.0,29,0.06,0.0168,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.0,43,0.131,0.0082,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.8,28,0.038,0.0109,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.6,34,0.032,0.0053,1,1,0
Aluminum Alloy,35.45,2870,0.26,7.5,40,0.194,0.0129,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.3,40,0.04,0.0135,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.8,26,0.152,0.0124,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.7,44,0.042,0.0104,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.7,34,0.107,0.0136,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.9,36,0.182,0.0111,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.9,28,0.167,0.0136,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.9,31,0.226,0.0027,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.2,29,0.178,0.0092,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.4,38,0.022,0.0029,1,1,0
Aluminum Alloy,35.45,2870,0.26,8.3,43,0.174,0.0188,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.3,33,0.088,0.0044,1,1,0
Aluminum Alloy,35.45,2870,0.26,6.9,26,0.216,0.0136,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.9,32,0.164,0.0046,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.7,32,0.103,0.0116,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.1,45,0.006,0.003,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.5,30,0.172,0.0009,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.7,30,0.218,0.0164,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.8,43,0.08,0.0092,1,1,0
Aluminum Alloy,35.45,2870,0.26,7.8,45,0.144,0.0029,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.5,40,0.155,0.0107,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.7,43,0.056,0.0198,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.3,34,0.07,0.021,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.5,38,0.069,0.014,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.8,29,0.023,0.0063,1,1,0
Aluminum Alloy,35.45,2870,0.26,6.4,45,0.033,0.0053,1,1,0
Aluminum Alloy,35.45,2870,0.26,9.8,37,0.22,0.0181,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.9,34,0.146,0.0052,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.6,38,0.107,0.006,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.9,27,0.014,0.0097,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.5,36,0.003,0.014,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.6,38,0.198,0.0111,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.5,44,0.165,0.0007,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.3,40,0.032,0.0033,1,1,0
Aluminum Alloy,35.45,2870,0.26,7.4,35,0.219,0.0117,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.0,32,0.071,0.003,1,1,0
Aluminum Alloy,35.45,2870,0.26,10.6,36,0.228,0.007,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.5,44,0.011,0.0164,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.9,33,0.204,0.0141,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.2,34,0.211,0.009,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.9,33,0.171,0.0005,0,0,0
Aluminum Alloy,35.45,2870,0.26,11.0,30,0.057,0.0153,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.0,26,0.129,0.0136,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.0,29,0.11,0.0139,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.9,34,0.207,0.0073,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.2,38,0.213,0.0122,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.0,43,0.136,0.0104,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.5,35,0.223,0.0128,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.7,25,0.122,0.0177,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.3,36,0.161,0.0019,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.0,31,0.179,0.0043,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.5,37,0.014,0.0192,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.2,30,0.018,0.0128,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.0,42,0.138,0.0076,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.8,37,0.151,0.0202,0,0,0
Aluminum Alloy,35.45,2870,0.26,11.0,44,0.063,0.0064,1,1,0
Aluminum Alloy,35.45,2870,0.26,10.5,36,0.134,0.0199,1,0,0
