Material Type,Material Hardness Number,Desity,Poissons Ratio,Length,Depth,Width,Tolerance,Surface finish,End Milling-Rough operation,End Milling-Semi finish operation,End Milling-Finish operation
Aluminum Alloy,35.45,2870,0.26,20.6,19.9,55.6,0.04,0.0101,0,0,0
Aluminum Alloy,35.45,2870,0.26,11.8,5.1,48.1,0.161,0.0085,0,0,0
Aluminum Alloy,35.45,2870,0.26,27.2,11.8,51.5,0.4,0.0158,1,0,0
Aluminum Alloy,35.45,2870,0.26,66.9,0.2,10.3,0.279,0.0041,0,0,0
Aluminum Alloy,35.45,2870,0.26,57.6,16.9,65.8,0.157,0.0163,1,0,0
Aluminum Alloy,35.45,2870,0.26,5.6,3.5,70.9,0.143,0.0198,1,0,0
Aluminum Alloy,35.45,2870,0.26,65.7,20.2,39.7,0.135,0.018,1,0,0
Aluminum Alloy,35.45,2870,0.26,51.5,9.2,28.9,0.076,0.0167,1,0,0
Aluminum Alloy,35.45,2870,0.26,15.6,11.9,38.2,0.448,0.0029,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.3,5.4,10.2,0.315,0.0197,1,0,0
Aluminum Alloy,35.45,2870,0.26,45.8,4.1,27.9,0.202,0.0145,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.2,2.5,44.0,0.01,0.0185,0,0,0
Aluminum Alloy,35.45,2870,0.26,20.3,17.2,68.4,0.079,0.0146,1,0,0
Aluminum Alloy,35.45,2870,0.26,77.6,8.3,11.1,0.431,0.016,1,0,0
Aluminum Alloy,35.45,2870,0.26,45.5,10.2,52.9,0.307,0.0085,0,0,0
Aluminum Alloy,35.45,2870,0.26,74.9,4.7,72.4,0.215,0.0097,0,0,0
Aluminum Alloy,35.45,2870,0.26,25.8,10.8,52.9,0.085,0.0067,0,0,0
Aluminum Alloy,35.45,2870,0.26,25.3,19.0,52.1,0.407,0.0119,1,0,0
Aluminum Alloy,35.45,2870,0.26,50.8,14.6,42.3,0.37,0.0092,0,0,0
Aluminum Alloy,35.45,2870,0.26,40.1,4.1,26.0,0.038,0.0117,0,0,0
Aluminum Alloy,35.45,2870,0.26,72.8,0.6,62.6,0.364,0.0078,0,0,0
Aluminum Alloy,35.45,2870,0.26,27.2,15.8,77.3,0.154,0.008,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.3,7.4,19.5,0.338,0.0178,1,0,0
Aluminum Alloy,35.45,2870,0.26,32.4,19.6,58.5,0.14,0.0205,0,0,0
Aluminum Alloy,35.45,2870,0.26,77.7,17.3,36.9,0.164,0.0068,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.3,11.3,66.3,0.395,0.019,1,0,0
Aluminum Alloy,35.45,2870,0.26,71.2,5.9,9.3,0.403,0.0142,1,0,0
Aluminum Alloy,35.45,2870,0.26,37.7,19.7,64.6,0.328,0.0039,0,0,0
Aluminum Alloy,35.45,2870,0.26,25.7,15.2,43.5,0.103,0.0065,0,0,0
Aluminum Alloy,35.45,2870,0.26,46.6,0.2,44.6,0.087,0.0088,0,0,0
Aluminum Alloy,35.45,2870,0.26,21.2,9.8,78.7,0.31,0.017,1,0,0
Aluminum Alloy,35.45,2870,0.26,4.2,17.7,46.7,0.355,0.0152,1,0,0
Aluminum Alloy,35.45,2870,0.26,70.4,7.8,5.0,0.099,0.013,1,0,0
Aluminum Alloy,35.45,2870,0.26,43.6,3.7,39.5,0.037,0.0015,1,1,0
Aluminum Alloy,35.45,2870,0.26,15.9,7.3,44.2,0.153,0.0165,1,0,0
Aluminum Alloy,35.45,2870,0.26,78.0,2.3,70.1,0.402,0.018,1,0,0
Aluminum Alloy,35.45,2870,0.26,63.6,10.6,64.5,0.253,0.0057,0,0,0
Aluminum Alloy,35.45,2870,0.26,50.8,5.5,8.3,0.197,0.007,0,0,0
Aluminum Alloy,35.45,2870,0.26,29.4,14.4,68.6,0.235,0.0133,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.7,8.5,73.6,0.33,0.0078,0,0,0
Aluminum Alloy,35.45,2870,0.26,47.3,13.9,43.9,0.416,0.0078,0,0,0
Aluminum Alloy,35.45,2870,0.26,40.3,17.5,70.0,0.469,0.0192,0,0,0
Aluminum Alloy,35.45,2870,0.26,45.7,10.1,61.7,0.244,0.0183,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.8,18.2,60.6,0.304,0.0134,1,0,0
Aluminum Alloy,35.45,2870,0.26,40.5,8.9,59.3,0.031,0.007,1,1,0
Aluminum Alloy,35.45,2870,0.26,52.0,13.8,32.9,0.085,0.0026,0,0,0
Aluminum Alloy,35.45,2870,0.26,69.7,0.8,71.4,0.3,0.009,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.4,18.6,75.7,0.072,0.0097,1,1,0
Aluminum Alloy,35.45,2870,0.26,40.0,14.2,35.2,0.342,0.0056,0,0,0
Aluminum Alloy,35.45,2870,0.26,41.9,5.3,18.3,0.223,0.0104,1,0,0
Aluminum Alloy,35.45,2870,0.26,12.3,20.2,59.4,0.155,0.0057,0,0,0
Aluminum Alloy,35.45,2870,0.26,12.2,18.0,30.0,0.378,0.0009,0,0,0
Aluminum Alloy,35.45,2870,0.26,69.6,5.3,52.8,0.387,0.0015,0,0,0
Aluminum Alloy,35.45,2870,0.26,73.8,5.7,49.5,0.074,0.0145,0,0,0
Aluminum Alloy,35.45,2870,0.26,11.2,17.8,9.5,0.003,0.0009,1,1,1
Aluminum Alloy,35.45,2870,0.26,26.6,18.4,38.8,0.091,0.0177,1,0,0
Aluminum Alloy,35.45,2870,0.26,78.3,5.2,22.1,0.124,0.0198,1,0,0
Aluminum Alloy,35.45,2870,0.26,68.5,16.1,72.2,0.21,0.0084,0,0,0
Aluminum Alloy,35.45,2870,0.26,39.9,18.2,9.5,0.225,0.002,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.7,16.0,70.2,0.397,0.0187,1,0,0
Aluminum Alloy,35.45,2870,0.26,62.9,0.9,79.5,0.435,0.0046,0,0,0
Aluminum Alloy,35.45,2870,0.26,40.2,3.4,42.3,0.418,0.0084,0,0,0
Aluminum Alloy,35.45,2870,0.26,63.9,14.4,80.1,0.076,0.0173,1,0,0
Aluminum Alloy,35.45,2870,0.26,58.8,4.0,12.1,0.301,0.0194,1,0,0
Aluminum Alloy,35.45,2870,0.26,29.4,6.1,33.5,0.217,0.0008,0,0,0
Aluminum Alloy,35.45,2870,0.26,25.6,2.6,15.7,0.064,0.0031,1,1,0
Aluminum Alloy,35.45,2870,0.26,65.3,14.4,80.4,0.406,0.0206,0,0,0
Aluminum Alloy,35.45,2870,0.26,41.4,8.5,44.5,0.013,0.0134,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.0,5.5,38.2,0.135,0.0096,0,0,0
Aluminum Alloy,35.45,2870,0.26,44.7,3.9,61.7,0.024,0.0195,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.7,19.8,57.9,0.341,0.0012,0,0,0
Aluminum Alloy,35.45,2870,0.26,41.0,16.0,61.1,0.012,0.0074,0,0,0
Aluminum Alloy,35.45,2870,0.26,12.1,18.0,10.1,0.156,0.0078,0,0,0
Aluminum Alloy,35.45,2870,0.26,80.6,19.4,3.4,0.163,0.0153,1,0,0
Aluminum Alloy,35.45,2870,0.26,69.6,16.2,31.5,0.357,0.0193,1,0,0
Aluminum Alloy,35.45,2870,0.26,45.9,0.4,69.3,0.22,0.0189,1,0,0
Aluminum Alloy,35.45,2870,0.26,71.7,11.8,45.1,0.427,0.0084,0,0,0
Aluminum Alloy,35.45,2870,0.26,20.7,7.7,45.6,0.247,0.0187,1,0,0
Aluminum Alloy,35.45,2870,0.26,31.8,4.9,45.5,0.211,0.0175,1,0,0
Aluminum Alloy,35.45,2870,0.26,51.3,7.9,19.3,0.013,0.0161,0,0,0
Aluminum Alloy,35.45,2870,0.26,58.7,20.6,27.4,0.076,0.0054,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.2,18.8,39.6,0.379,0.0115,1,0,0
Aluminum Alloy,35.45,2870,0.26,46.2,13.8,21.7,0.392,0.0205,0,0,0
Aluminum Alloy,35.45,2870,0.26,66.6,16.7,67.9,0.211,0.0004,0,0,0
Aluminum Alloy,35.45,2870,0.26,55.2,7.0,46.9,0.25,0.0072,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.1,13.8,25.0,0.261,0.0099,0,0,0
Aluminum Alloy,35.45,2870,0.26,13.5,9.3,44.3,0.327,0.0114,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.1,16.7,52.5,0.109,0.0186,1,0,0
Aluminum Alloy,35.45,2870,0.26,29.1,0.9,14.4,0.395,0.0131,1,0,0
Aluminum Alloy,35.45,2870,0.26,43.3,14.4,16.3,0.005,0.0116,0,0,0
Aluminum Alloy,35.45,2870,0.26,68.2,9.6,79.9,0.406,0.0081,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.2,11.0,19.1,0.434,0.0169,1,0,0
Aluminum Alloy,35.45,2870,0.26,44.5,4.0,64.4,0.065,0.009,1,1,0
Aluminum Alloy,35.45,2870,0.26,45.7,1.0,53.2,0.012,0.0036,0,0,0
Aluminum Alloy,35.45,2870,0.26,43.5,5.7,43.2,0.429,0.0085,0,0,0
Aluminum Alloy,35.45,2870,0.26,41.2,5.9,10.2,0.163,0.0007,0,0,0
Aluminum Alloy,35.45,2870,0.26,61.8,11.6,78.3,0.3,0.0019,0,0,0
Aluminum Alloy,35.45,2870,0.26,35.0,1.3,41.3,0.422,0.0189,1,0,0
Aluminum Alloy,35.45,2870,0.26,69.5,12.9,37.7,0.127,0.0125,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.8,7.7,39.5,0.444,0.0074,0,0,0
Aluminum Alloy,35.45,2870,0.26,63.0,7.3,7.3,0.365,0.0089,0,0,0
Aluminum Alloy,35.45,2870,0.26,17.7,9.4,24.5,0.088,0.0101,1,0,0
Aluminum Alloy,35.45,2870,0.26,75.3,18.2,62.8,0.158,0.0164,1,0,0
Aluminum Alloy,35.45,2870,0.26,33.8,20.7,10.8,0.382,0.0107,1,0,0
Aluminum Alloy,35.45,2870,0.26,33.5,1.4,28.9,0.007,0.0154,0,0,0
Aluminum Alloy,35.45,2870,0.26,70.6,10.2,28.5,0.18,0.021,0,0,0
Aluminum Alloy,35.45,2870,0.26,56.5,9.3,58.8,0.455,0.0032,0,0,0
Aluminum Alloy,35.45,2870,0.26,46.5,11.5,12.8,0.041,0.0197,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.8,16.5,12.1,0.066,0.0116,0,0,0
Aluminum Alloy,35.45,2870,0.26,27.1,18.8,20.6,0.303,0.0024,0,0,0
Aluminum Alloy,35.45,2870,0.26,13.3,15.2,58.2,0.462,0.0155,0,0,0
Aluminum Alloy,35.45,2870,0.26,15.2,11.2,61.3,0.293,0.0128,1,0,0
Aluminum Alloy,35.45,2870,0.26,70.6,18.9,69.1,0.142,0.0074,0,0,0
Aluminum Alloy,35.45,2870,0.26,36.8,5.5,77.6,0.36,0.0129,1,0,0
Aluminum Alloy,35.45,2870,0.26,51.8,15.5,26.8,0.294,0.0085,0,0,0
Aluminum Alloy,35.45,2870,0.26,56.8,9.0,72.4,0.145,0.0021,0,0,0
Aluminum Alloy,35.45,2870,0.26,29.3,1.7,24.8,0.099,0.0152,1,0,0
Aluminum Alloy,35.45,2870,0.26,48.5,10.3,43.2,0.086,0.018,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.4,5.3,35.7,0.248,0.0165,1,0,0
Aluminum Alloy,35.45,2870,0.26,53.9,5.2,73.5,0.236,0.005,0,0,0
Aluminum Alloy,35.45,2870,0.26,37.2,10.4,44.2,0.231,0.0133,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.1,19.2,69.8,0.451,0.019,1,0,0
Aluminum Alloy,35.45,2870,0.26,63.4,9.3,72.3,0.057,0.0018,1,1,0
Aluminum Alloy,35.45,2870,0.26,62.8,5.2,66.5,0.312,0.021,0,0,0
Aluminum Alloy,35.45,2870,0.26,66.0,5.9,49.1,0.37,0.0113,1,0,0
Aluminum Alloy,35.45,2870,0.26,29.1,3.8,49.2,0.028,0.0082,1,1,0
Aluminum Alloy,35.45,2870,0.26,42.4,19.4,6.2,0.051,0.0088,1,1,0
Aluminum Alloy,35.45,2870,0.26,51.3,13.7,42.1,0.007,0.0206,0,0,0
Aluminum Alloy,35.45,2870,0.26,51.6,15.0,7.9,0.269,0.0173,1,0,0
Aluminum Alloy,35.45,2870,0.26,24.4,11.8,16.8,0.212,0.0043,0,0,0
Aluminum Alloy,35.45,2870,0.26,65.2,18.2,45.5,0.162,0.0197,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.4,11.4,31.9,0.131,0.0113,1,0,0
Aluminum Alloy,35.45,2870,0.26,23.4,17.0,38.9,0.058,0.0204,0,0,0
Aluminum Alloy,35.45,2870,0.26,28.4,16.9,48.5,0.412,0.0144,1,0,0
Aluminum Alloy,35.45,2870,0.26,76.7,3.0,42.7,0.371,0.0024,0,0,0
Aluminum Alloy,35.45,2870,0.26,58.5,17.0,33.2,0.33,0.0035,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.3,3.1,30.9,0.231,0.0093,0,0,0
Aluminum Alloy,35.45,2870,0.26,38.6,12.7,61.5,0.255,0.0159,1,0,0
Aluminum Alloy,35.45,2870,0.26,42.2,10.9,20.9,0.072,0.015,0,0,0
Aluminum Alloy,35.45,2870,0.26,69.4,12.1,23.2,0.266,0.0069,0,0,0
Aluminum Alloy,35.45,2870,0.26,16.4,0.6,48.1,0.004,0.0009,1,1,1
Aluminum Alloy,35.45,2870,0.26,63.3,15.2,55.6,0.224,0.0196,1,0,0
Aluminum Alloy,35.45,2870,0.26,61.3,20.8,59.7,0.224,0.0038,0,0,0
Aluminum Alloy,35.45,2870,0.26,61.2,3.0,64.7,0.46,0.018,0,0,0
Aluminum Alloy,35.45,2870,0.26,26.5,7.7,37.8,0.157,0.0036,0,0,0
Aluminum Alloy,35.45,2870,0.26,25.2,11.5,34.9,0.257,0.0156,1,0,0
Aluminum Alloy,35.45,2870,0.26,51.2,16.3,52.2,0.454,0.0015,0,0,0
Aluminum Alloy,35.45,2870,0.26,53.3,1.7,13.9,0.331,0.0105,1,0,0
Aluminum Alloy,35.45,2870,0.26,33.8,18.6,24.5,0.329,0.012,1,0,0
Aluminum Alloy,35.45,2870,0.26,36.0,13.9,3.0,0.216,0.0088,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.8,5.0,20.3,0.112,0.0016,0,0,0
Aluminum Alloy,35.45,2870,0.26,14.5,15.1,59.7,0.15,0.0059,0,0,0
Aluminum Alloy,35.45,2870,0.26,55.5,19.6,6.2,0.225,0.0086,0,0,0
Aluminum Alloy,35.45,2870,0.26,72.2,18.4,11.9,0.205,0.0182,1,0,0
Aluminum Alloy,35.45,2870,0.26,36.6,3.4,36.1,0.397,0.0191,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.8,20.4,48.4,0.152,0.0141,1,0,0
Aluminum Alloy,35.45,2870,0.26,40.2,1.5,19.2,0.159,0.0016,0,0,0
Aluminum Alloy,35.45,2870,0.26,45.3,8.6,5.7,0.164,0.0081,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.5,11.6,67.5,0.153,0.0085,0,0,0
Aluminum Alloy,35.45,2870,0.26,77.7,19.3,45.1,0.25,0.0177,1,0,0
Aluminum Alloy,35.45,2870,0.26,56.7,15.5,14.7,0.282,0.0023,0,0,0
Aluminum Alloy,35.45,2870,0.26,27.3,18.4,4.2,0.25,0.0052,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.1,11.1,59.5,0.44,0.0076,0,0,0
Aluminum Alloy,35.45,2870,0.26,31.3,1.1,22.8,0.437,0.009,0,0,0
Aluminum Alloy,35.45,2870,0.26,68.0,10.8,58.2,0.2,0.0193,1,0,0
Aluminum Alloy,35.45,2870,0.26,17.5,4.6,38.6,0.178,0.0144,1,0,0
Aluminum Alloy,35.45,2870,0.26,20.4,17.6,30.8,0.083,0.0046,0,0,0
Aluminum Alloy,35.45,2870,0.26,79.2,0.1,8.9,0.33,0.0046,0,0,0
Aluminum Alloy,35.45,2870,0.26,78.1,11.5,27.8,0.031,0.0092,1,1,0
Aluminum Alloy,35.45,2870,0.26,24.1,14.7,27.9,0.415,0.0075,0,0,0
Aluminum Alloy,35.45,2870,0.26,80.9,6.9,70.0,0.158,0.012,1,0,0
Aluminum Alloy,35.45,2870,0.26,5.2,15.6,43.2,0.245,0.0058,0,0,0
Aluminum Alloy,35.45,2870,0.26,57.9,7.1,72.8,0.05,0.0114,0,0,0
Aluminum Alloy,35.45,2870,0.26,33.7,9.9,21.9,0.198,0.0101,1,0,0
Aluminum Alloy,35.45,2870,0.26,68.8,9.7,49.5,0.206,0.0121,1,0,0
Aluminum Alloy,35.45,2870,0.26,43.0,13.7,78.8,0.158,0.0174,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.8,11.0,62.5,0.148,0.0053,0,0,0
Aluminum Alloy,35.45,2870,0.26,66.1,13.7,75.8,0.392,0.0039,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.9,3.3,48.0,0.439,0.0141,1,0,0
Aluminum Alloy,35.45,2870,0.26,61.1,2.4,68.9,0.258,0.0044,0,0,0
Aluminum Alloy,35.45,2870,0.26,46.0,3.4,51.0,0.396,0.0161,1,0,0
Aluminum Alloy,35.45,2870,0.26,40.8,1.8,59.5,0.241,0.0135,1,0,0
Aluminum Alloy,35.45,2870,0.26,74.0,9.5,53.5,0.146,0.0175,1,0,0
Aluminum Alloy,35.45,2870,0.26,23.4,2.5,52.6,0.077,0.0052,0,0,0
Aluminum Alloy,35.45,2870,0.26,59.1,0.7,72.1,0.401,0.0204,0,0,0
Aluminum Alloy,35.45,2870,0.26,35.5,14.1,77.8,0.233,0.0008,0,0,0
Aluminum Alloy,35.45,2870,0.26,65.9,3.1,74.3,0.377,0.0138,1,0,0
Aluminum Alloy,35.45,2870,0.26,55.2,16.4,60.4,0.264,0.021,0,0,0
Aluminum Alloy,35.45,2870,0.26,33.7,19.6,11.1,0.425,0.0047,0,0,0
Aluminum Alloy,35.45,2870,0.26,55.8,10.1,43.0,0.134,0.0133,1,0,0
Aluminum Alloy,35.45,2870,0.26,29.6,12.5,22.5,0.077,0.0138,1,0,0
Aluminum Alloy,35.45,2870,0.26,48.4,8.7,18.7,0.194,0.008,0,0,0
Aluminum Alloy,35.45,2870,0.26,27.4,15.0,17.0,0.003,0.0063,0,0,0
Aluminum Alloy,35.45,2870,0.26,14.3,9.7,54.6,0.167,0.0019,0,0,0
Aluminum Alloy,35.45,2870,0.26,67.6,10.0,68.0,0.031,0.0094,1,1,0
Aluminum Alloy,35.45,2870,0.26,23.9,19.7,75.2,0.425,0.0073,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.9,12.9,49.5,0.094,0.0182,1,0,0
Aluminum Alloy,35.45,2870,0.26,37.0,0.3,37.2,0.022,0.0108,0,0,0
Aluminum Alloy,35.45,2870,0.26,30.6,9.0,27.7,0.361,0.0097,0,0,0
Aluminum Alloy,35.45,2870,0.26,50.9,4.4,13.7,0.284,0.0044,0,0,0
Aluminum Alloy,35.45,2870,0.26,12.6,1.0,24.1,0.224,0.01,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.1,6.9,20.8,0.189,0.001,0,0,0
Aluminum Alloy,35.45,2870,0.26,57.5,20.1,40.9,0.08,0.0009,0,0,0
Aluminum Alloy,35.45,2870,0.26,66.6,9.2,54.4,0.151,0.0127,1,0,0
Aluminum Alloy,35.45,2870,0.26,13.3,9.5,71.3,0.044,0.0174,0,0,0
Aluminum Alloy,35.45,2870,0.26,72.4,13.9,49.6,0.026,0.0165,0,0,0
Aluminum Alloy,35.45,2870,0.26,11.0,12.1,25.1,0.136,0.0196,1,0,0
Aluminum Alloy,35.45,2870,0.26,19.7,16.5,25.8,0.469,0.0114,0,0,0
Aluminum Alloy,35.45,2870,0.26,11.9,9.8,68.6,0.437,0.0029,0,0,0
Aluminum Alloy,35.45,2870,0.26,52.6,7.1,58.2,0.127,0.0013,0,0,0
Aluminum Alloy,35.45,2870,0.26,22.4,10.7,30.6,0.319,0.0025,0,0,0
Aluminum Alloy,35.45,2870,0.26,75.7,4.1,81.0,0.315,0.0167,1,0,0
Aluminum Alloy,35.45,2870,0.26,45.0,4.4,44.3,0.365,0.0074,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.7,5.6,29.6,0.362,0.0068,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.2,14.7,59.9,0.024,0.017,0,0,0
Aluminum Alloy,35.45,2870,0.26,35.1,13.1,74.7,0.382,0.0014,0,0,0
Aluminum Alloy,35.45,2870,0.26,16.2,13.9,56.4,0.317,0.0076,0,0,0
Aluminum Alloy,35.45,2870,0.26,66.0,14.5,22.5,0.408,0.012,1,0,0
Aluminum Alloy,35.45,2870,0.26,63.6,2.2,56.3,0.058,0.0106,0,0,0
Aluminum Alloy,35.45,2870,0.26,73.8,7.8,69.0,0.271,0.0163,1,0,0
Aluminum Alloy,35.45,2870,0.26,27.6,13.2,57.2,0.319,0.0025,0,0,0
Aluminum Alloy,35.45,2870,0.26,14.4,6.1,70.8,0.115,0.0029,0,0,0
Aluminum Alloy,35.45,2870,0.26,38.2,10.8,35.8,0.05,0.004,1,1,0
Aluminum Alloy,35.45,2870,0.26,19.9,6.6,13.7,0.208,0.0043,0,0,0
Aluminum Alloy,35.45,2870,0.26,41.5,7.4,27.2,0.214,0.0142,1,0,0
Aluminum Alloy,35.45,2870,0.26,54.7,2.3,49.3,0.259,0.0089,0,0,0
Aluminum Alloy,35.45,2870,0.26,66.3,16.9,72.5,0.006,0.0081,0,0,0
Aluminum Alloy,35.45,2870,0.26,29.0,0.3,72.2,0.458,0.0133,1,0,0
Aluminum Alloy,35.45,2870,0.26,58.9,20.5,72.9,0.466,0.0006,0,0,0
Aluminum Alloy,35.45,2870,0.26,39.2,0.7,68.2,0.028,0.0035,1,1,0
Aluminum Alloy,35.45,2870,0.26,35.8,14.6,78.7,0.152,0.0043,0,0,0
Aluminum Alloy,35.45,2870,0.26,28.0,13.1,67.7,0.114,0.0118,1,0,0
Aluminum Alloy,35.45,2870,0.26,60.1,12.6,78.7,0.371,0.0037,0,0,0
Aluminum Alloy,35.45,2870,0.26,30.0,9.0,44.7,0.192,0.0174,1,0,0
Aluminum Alloy,35.45,2870,0.26,68.2,17.6,6.7,0.091,0.0038,0,0,0
Aluminum Alloy,35.45,2870,0.26,63.7,7.5,56.5,0.462,0.0048,0,0,0
Aluminum Alloy,35.45,2870,0.26,13.2,12.0,49.9,0.342,0.0183,1,0,0
Aluminum Alloy,35.45,2870,0.26,30.5,13.9,58.6,0.278,0.0079,0,0,0
Aluminum Alloy,35.45,2870,0.26,18.0,18.8,68.4,0.117,0.0138,1,0,0
Aluminum Alloy,35.45,2870,0.26,33.3,2.6,64.3,0.386,0.0096,0,0,0
Aluminum Alloy,35.45,2870,0.26,79.5,19.8,53.8,0.272,0.0054,0,0,0
Aluminum Alloy,35.45,2870,0.26,53.1,7.2,40.6,0.257,0.005,0,0,0
Aluminum Alloy,35.45,2870,0.26,56.9,15.6,55.6,0.122,0.0016,0,0,0
Aluminum Alloy,35.45,2870,0.26,37.7,10.9,11.8,0.181,0.0015,0,0,0
Aluminum Alloy,35.45,2870,0.26,53.0,1.1,54.7,0.453,0.0136,1,0,0
Aluminum Alloy,35.45,2870,0.26,17.5,2.6,22.1,0.167,0.0005,0,0,0
Aluminum Alloy,35.45,2870,0.26,20.4,20.0,47.9,0.353,0.0168,1,0,0
Aluminum Alloy,35.45,2870,0.26,65.1,18.5,35.5,0.058,0.0088,1,1,0
Aluminum Alloy,35.45,2870,0.26,63.5,5.2,18.1,0.24,0.0131,1,0,0
Aluminum Alloy,35.45,2870,0.26,50.8,12.4,17.7,0.14,0.0142,1,0,0
Aluminum Alloy,35.45,2870,0.26,3.1,10.0,27.9,0.091,0.0011,0,0,0
Aluminum Alloy,35.45,2870,0.26,77.5,6.9,21.9,0.299,0.0196,1,0,0
Aluminum Alloy,35.45,2870,0.26,68.1,3.3,61.3,0.44,0.0181,1,0,0
Aluminum Alloy,35.45,2870,0.26,31.4,9.4,53.2,0.009,0.0098,0,0,0
Aluminum Alloy,35.45,2870,0.26,38.9,3.4,25.8,0.061,0.0028,1,1,0
Aluminum Alloy,35.45,2870,0.26,19.6,1.1,71.6,0.121,0.0055,0,0,0
Aluminum Alloy,35.45,2870,0.26,15.0,12.0,23.0,0.253,0.0182,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.8,18.0,70.4,0.389,0.0049,0,0,0
Aluminum Alloy,35.45,2870,0.26,51.6,1.2,38.5,0.421,0.0177,1,0,0
Aluminum Alloy,35.45,2870,0.26,11.0,10.0,27.0,0.164,0.0132,1,0,0
Aluminum Alloy,35.45,2870,0.26,36.1,8.6,61.7,0.44,0.0092,0,0,0
Aluminum Alloy,35.45,2870,0.26,11.7,15.5,8.5,0.468,0.011,0,0,0
Aluminum Alloy,35.45,2870,0.26,78.7,11.4,18.4,0.447,0.0116,1,0,0
Aluminum Alloy,35.45,2870,0.26,42.2,9.3,76.8,0.242,0.0139,1,0,0
Aluminum Alloy,35.45,2870,0.26,53.8,18.2,33.8,0.279,0.0109,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.5,11.2,64.1,0.407,0.0152,1,0,0
Aluminum Alloy,35.45,2870,0.26,61.7,6.3,15.3,0.078,0.0052,0,0,0
Aluminum Alloy,35.45,2870,0.26,42.2,13.7,27.3,0.322,0.0116,1,0,0
Aluminum Alloy,35.45,2870,0.26,12.5,13.2,71.8,0.091,0.0005,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.4,16.1,70.0,0.418,0.0087,0,0,0
Aluminum Alloy,35.45,2870,0.26,71.6,20.5,63.0,0.37,0.013,1,0,0
Aluminum Alloy,35.45,2870,0.26,50.0,4.7,8.5,0.356,0.0047,0,0,0
Aluminum Alloy,35.45,2870,0.26,28.7,17.8,47.0,0.443,0.0067,0,0,0
Aluminum Alloy,35.45,2870,0.26,29.4,16.1,8.0,0.386,0.0073,0,0,0
Aluminum Alloy,35.45,2870,0.26,31.0,13.1,5.5,0.282,0.0047,0,0,0
Aluminum Alloy,35.45,2870,0.26,57.3,0.8,12.4,0.112,0.0181,1,0,0
Aluminum Alloy,35.45,2870,0.26,62.4,17.9,80.2,0.169,0.0144,1,0,0
Aluminum Alloy,35.45,2870,0.26,29.1,2.7,79.9,0.196,0.0135,1,0,0
Aluminum Alloy,35.45,2870,0.26,73.7,12.1,40.8,0.059,0.0103,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.0,3.9,17.3,0.06,0.0076,1,1,0
Aluminum Alloy,35.45,2870,0.26,24.3,13.3,33.6,0.108,0.0162,1,0,0
Aluminum Alloy,35.45,2870,0.26,66.2,10.0,39.8,0.437,0.0068,0,0,0
Aluminum Alloy,35.45,2870,0.26,41.3,19.5,65.6,0.228,0.0007,0,0,0
Aluminum Alloy,35.45,2870,0.26,22.3,5.3,27.1,0.417,0.0175,1,0,0
Aluminum Alloy,35.45,2870,0.26,64.6,14.6,11.6,0.463,0.0083,0,0,0
Aluminum Alloy,35.45,2870,0.26,38.0,9.3,47.0,0.395,0.0181,1,0,0
Aluminum Alloy,35.45,2870,0.26,64.8,6.1,51.9,0.008,0.009,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.5,20.7,13.2,0.128,0.0073,0,0,0
Aluminum Alloy,35.45,2870,0.26,74.9,8.3,45.3,0.398,0.0021,0,0,0
Aluminum Alloy,35.45,2870,0.26,13.0,14.4,76.0,0.371,0.0101,1,0,0
