Material Type,Material Hardness Number,Desity,Poissons Ratio,Diameter,Depth,Tolerance,Surface finish,drilling,reaming,rough boring,finish boaring
Aluminum Alloy,35.45,2870,0.26,0.8,10,0.045,0.065,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.0,14,0.179,0.0381,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.5,4,0.262,0.0657,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.6,20,0.081,0.0308,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.3,20,0.126,0.0714,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.9,8,0.05,0.042,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.3,3,0.104,0.0468,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.4,11,0.057,0.0138,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.8,2,0.172,0.0552,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.2,13,0.28,0.0675,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.1,4,0.241,0.0294,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.3,8,0.103,0.0216,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.7,10,0.19,0.0211,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.1,9,0.12,0.0285,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.0,13,0.129,0.0804,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.6,13,0.197,0.0652,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.3,17,0.045,0.0798,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.6,17,0.023,0.0348,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.4,12,0.178,0.0589,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.5,0,0.266,0.0566,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.1,2,0.198,0.0801,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.6,13,0.065,0.0519,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.9,8,0.019,0.0054,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.9,9,0.097,0.0535,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.5,10,0.254,0.064,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.5,10,0.253,0.0332,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.0,16,0.119,0.0067,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,9.2,13,0.063,0.0207,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.5,14,0.16,0.0376,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.7,19,0.108,0.0275,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.4,10,0.032,0.0212,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.4,10,0.098,0.0406,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.6,20,0.037,0.0293,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.5,4,0.236,0.0245,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.2,6,0.248,0.0613,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.6,11,0.163,0.0459,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.4,19,0.055,0.0648,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.9,7,0.063,0.0606,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.1,7,0.026,0.0334,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.9,17,0.075,0.0695,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.3,19,0.259,0.0373,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.5,16,0.116,0.0183,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,0.0,0,0.129,0.073,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.5,1,0.148,0.0227,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,11.0,15,0.225,0.0582,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.9,5,0.265,0.0796,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.3,15,0.17,0.041,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.9,9,0.154,0.0742,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.0,0,0.113,0.0678,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.5,19,0.013,0.0198,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.3,20,0.117,0.0691,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.2,19,0.096,0.0167,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.4,5,0.033,0.0714,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.7,4,0.224,0.0369,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.3,12,0.045,0.0294,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.1,3,0.254,0.0076,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,4.0,4,0.252,0.075,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.3,20,0.089,0.0659,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.7,3,0.258,0.0594,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.7,7,0.206,0.0071,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,1.3,0,0.058,0.08,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.8,10,0.015,0.0754,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.1,1,0.2,0.001,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.8,18,0.031,0.0777,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.2,0,0.151,0.0297,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.0,0,0.263,0.0417,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.0,10,0.11,0.0323,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.6,2,0.027,0.0637,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.7,4,0.223,0.0437,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.0,11,0.174,0.0113,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,2.7,2,0.153,0.0415,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.5,11,0.095,0.0487,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.7,10,0.233,0.0073,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,6.0,18,0.131,0.076,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.6,15,0.034,0.0101,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.0,18,0.149,0.0521,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.6,8,0.213,0.0345,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.9,3,0.089,0.0133,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.5,6,0.048,0.0329,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.5,10,0.146,0.0076,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,1.5,5,0.126,0.0651,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.4,10,0.126,0.0224,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.4,12,0.168,0.0584,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.6,15,0.222,0.0508,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.3,5,0.216,0.0368,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.2,7,0.135,0.0772,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.8,7,0.196,0.0488,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.3,17,0.032,0.0136,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.5,0,0.138,0.0774,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.3,20,0.138,0.065,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.6,0,0.16,0.0508,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.2,14,0.021,0.0641,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.6,14,0.191,0.0536,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.6,18,0.172,0.0771,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.4,16,0.208,0.0322,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.0,16,0.221,0.0621,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.3,10,0.184,0.0702,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.7,14,0.048,0.0671,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.6,11,0.154,0.0701,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.4,17,0.019,0.061,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.8,4,0.092,0.0471,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.6,1,0.167,0.0592,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.9,8,0.083,0.0073,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.1,6,0.133,0.0128,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,3.4,2,0.267,0.0057,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,6.2,10,0.24,0.0505,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.0,7,0.041,0.0753,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.2,6,0.189,0.0274,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.2,8,0.079,0.0254,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.7,5,0.016,0.0522,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.1,20,0.031,0.0083,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.4,17,0.239,0.0724,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.6,4,0.172,0.0065,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,6.7,18,0.033,0.016,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.6,3,0.18,0.0723,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.1,8,0.044,0.0126,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.8,9,0.104,0.0759,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.0,15,0.019,0.0637,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.0,11,0.114,0.0793,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.5,15,0.272,0.031,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.8,6,0.141,0.0106,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,6.7,15,0.246,0.0268,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.9,1,0.156,0.0796,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.9,4,0.23,0.0186,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,1.6,8,0.011,0.0501,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.3,17,0.036,0.076,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.2,12,0.026,0.0487,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.1,9,0.049,0.079,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.0,10,0.036,0.0787,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.2,6,0.27,0.0494,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.1,18,0.245,0.0573,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.2,2,0.089,0.0058,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.7,9,0.079,0.041,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.5,6,0.104,0.042,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.0,4,0.04,0.0598,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.7,7,0.237,0.0112,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,7.2,2,0.26,0.0514,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.3,0,0.172,0.04,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.4,10,0.267,0.0093,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,2.3,5,0.17,0.0245,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.8,14,0.021,0.0317,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.9,19,0.062,0.0568,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.2,15,0.254,0.0352,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.1,6,0.185,0.0311,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.6,15,0.201,0.0524,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.0,12,0.219,0.0103,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,4.3,6,0.129,0.032,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.6,17,0.03,0.0031,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.9,20,0.222,0.0686,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.6,11,0.138,0.0065,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,2.8,12,0.033,0.0073,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.9,4,0.216,0.0061,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,8.0,10,0.011,0.0537,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.1,5,0.064,0.0109,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.4,5,0.105,0.0049,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.9,4,0.208,0.0751,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.5,7,0.207,0.0784,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.8,10,0.166,0.0735,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.8,5,0.136,0.0455,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.2,11,0.064,0.0105,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.0,4,0.032,0.0407,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.7,15,0.096,0.037,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.5,15,0.243,0.0127,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,10.7,2,0.262,0.0634,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.6,4,0.112,0.0262,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.8,8,0.164,0.0543,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.7,18,0.227,0.0017,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.9,20,0.014,0.0439,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.8,7,0.118,0.066,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.8,12,0.192,0.0214,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.1,1,0.069,0.0442,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.4,14,0.025,0.0255,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.4,18,0.197,0.0667,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.9,1,0.069,0.0732,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.5,5,0.116,0.0677,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.9,10,0.05,0.0378,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.0,9,0.02,0.0686,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.1,17,0.155,0.0027,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.4,4,0.273,0.0287,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.3,18,0.103,0.0779,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.3,0,0.231,0.0244,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.0,3,0.044,0.0683,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.3,19,0.203,0.0669,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.9,9,0.077,0.0667,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.2,19,0.075,0.0339,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.2,2,0.026,0.0184,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.8,5,0.134,0.0617,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.1,14,0.222,0.0251,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.6,14,0.16,0.0678,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.6,16,0.198,0.0277,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.6,4,0.252,0.0237,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.5,15,0.047,0.0504,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.9,8,0.27,0.0534,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.1,13,0.066,0.0649,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.2,0,0.057,0.065,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.7,1,0.014,0.0567,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.4,3,0.147,0.0129,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,0.6,7,0.123,0.051,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.2,7,0.012,0.0446,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.6,15,0.148,0.0554,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.0,16,0.24,0.0708,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.8,8,0.088,0.0423,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.4,14,0.063,0.0596,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.9,7,0.047,0.0256,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.5,1,0.253,0.0136,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,8.4,5,0.223,0.0796,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.7,6,0.105,0.0608,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.5,2,0.032,0.0533,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.7,12,0.119,0.0793,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.4,7,0.126,0.0426,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.7,11,0.251,0.0639,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.4,12,0.135,0.0697,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.6,11,0.19,0.0456,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.2,1,0.137,0.0364,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.8,16,0.021,0.0231,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.1,1,0.047,0.067,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.7,14,0.095,0.0713,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.6,14,0.072,0.0529,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.8,14,0.215,0.0587,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.8,18,0.106,0.0316,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.9,6,0.183,0.0254,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.0,18,0.117,0.0139,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,2.1,15,0.221,0.015,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,7.0,2,0.195,0.0415,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.1,0,0.072,0.0346,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.9,1,0.111,0.0433,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.6,1,0.257,0.0204,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.3,13,0.103,0.0589,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.7,11,0.035,0.0454,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.5,10,0.131,0.0568,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.2,17,0.141,0.0351,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.9,19,0.088,0.0792,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.0,18,0.265,0.0592,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.0,3,0.175,0.002,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.5,3,0.093,0.019,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.2,16,0.114,0.0394,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.5,17,0.015,0.0755,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.9,20,0.104,0.0618,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.9,1,0.156,0.0581,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.4,7,0.094,0.0382,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.0,10,0.033,0.0677,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.1,11,0.14,0.0676,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.0,10,0.033,0.0666,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.9,3,0.107,0.0206,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.9,5,0.231,0.0328,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.4,18,0.228,0.0239,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.4,18,0.19,0.0697,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.2,7,0.172,0.0084,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,1.5,15,0.229,0.0143,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,9.3,14,0.086,0.0242,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.1,11,0.202,0.0269,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.9,15,0.153,0.0093,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,10.0,10,0.073,0.0184,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.0,6,0.094,0.0365,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.5,14,0.262,0.0624,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.5,16,0.111,0.0555,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.8,10,0.235,0.0635,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.7,6,0.19,0.0593,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.5,13,0.093,0.0672,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.7,5,0.266,0.0547,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.3,13,0.104,0.0261,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.1,10,0.212,0.0698,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.9,17,0.276,0.0473,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.1,17,0.042,0.0092,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.8,18,0.037,0.0292,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.6,2,0.249,0.0109,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,8.2,14,0.021,0.0498,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.0,14,0.016,0.0066,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.4,5,0.122,0.0677,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.8,19,0.274,0.0351,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.6,5,0.06,0.0466,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.3,14,0.085,0.0645,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.6,9,0.144,0.0656,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.9,9,0.257,0.0045,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.2,14,0.128,0.0419,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.8,1,0.174,0.0533,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.9,10,0.248,0.0404,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.2,17,0.189,0.0059,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,0.2,18,0.065,0.0584,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.5,15,0.114,0.0233,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.3,0,0.15,0.0286,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.5,10,0.154,0.0221,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.2,8,0.072,0.0422,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.1,8,0.265,0.0096,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,8.6,5,0.033,0.069,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.1,0,0.252,0.0765,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.9,7,0.064,0.0067,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.6,8,0.129,0.0757,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.9,16,0.087,0.0334,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.7,5,0.266,0.0171,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,10.8,19,0.108,0.0209,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.4,3,0.266,0.0487,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.7,1,0.123,0.0569,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.9,15,0.205,0.0547,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.0,6,0.143,0.0666,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.0,2,0.066,0.0291,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.3,7,0.078,0.061,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.3,0,0.266,0.0119,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,9.9,13,0.146,0.0305,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.8,12,0.172,0.0682,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.4,17,0.041,0.0232,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.7,20,0.055,0.0181,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.4,16,0.055,0.074,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.7,17,0.07,0.0452,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.6,4,0.169,0.0057,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,6.4,17,0.122,0.0595,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.8,3,0.013,0.0591,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.0,6,0.252,0.0809,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.1,9,0.184,0.0039,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.2,13,0.28,0.0356,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.6,8,0.267,0.0405,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.8,0,0.2,0.0502,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.4,12,0.261,0.0125,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,7.1,16,0.195,0.0071,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,10.0,14,0.035,0.0503,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.5,15,0.117,0.0787,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.1,0,0.237,0.0402,1,0,0,0
